,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
406,TNFAIP6,GTF2H5,UBE2E2,HAGHL,HYAL6,TPX2,BTBD3,GCLM,NKX1-1,ZFPM1,NDUFB2,PRR35,MSL1,VPS13A,PTGES3L,LRPAP1,MYOM1,ATG9B,HELLS,DNAJC22,C1orf216,HEATR5B,DDX6
407,DDX54,MAFA,ANKLE2,ACADSB,EIF5B,OAZ2,STMP1,HSBP1,KBTBD12,SP5,NRIP1,BMP3,NOG,KCNQ5,H6PD,MYOT,PFKFB4,CHN1,NOP58,DDX24,NFATC1,DPP7,PDXP
408,HOXC8,MYO1E,EDAR,FBLN7,TSPAN33,BZW1,TIMM17A,SRSF7,PIGM,SEC11C,MANBA,GALNT14,SNRNP48,PNPLA2,NDUFB8,PRUNE1,TGFBR2,PUS10,SEPT9,PLEKHA1,BCDIN3D,MACF1,LMBRD1
409,IFT52,STRBP,RNF123,IGHMBP2,NDUFS3,SOCS1L,SMIM3,BAG2,TMEM88B,ZCRB1,GTF2H3,IL10,CHPT1,C1orf109,BCKDHB,SOCS7,BANK1,ZNF385C,RYBP,GPR89B,PRELID1,RDH14,FAM8A1
410,RF02140,B3GNT2,NAPB,TAGAP,TBR1,PNO1,VCP,RASSF9,SEC23IP,GTF2E1,EIF3E,CTDSP1,AMY1A,CPEB2,SLC20A1,ANGPT1,MMP27,KDF1,TFAM,SACS,CYP51A1,ST3GAL3,FGF12
411,NCF1,NDUFS1,TSC22D3,LSG1,INTS13,CELF2,CCDC88C,FBXO25,ARV1,PLIN4,ABHD14B,SP2,DMRT3,GALNT16,SRSF11,LUZP2,TAF1B,SLC2A9,CUL1,BNIP1,HERC1,FIGNL1,C1GALT1C1
412,FUCA2,TMED2,PARP1,PIWIL1,STK35,GATB,TUBA1B,MAP2K4,EFNA5,PYGO2,ERGIC2,ARFGEF1,DENND5A,CNP1,SLC25A42,PEX14,TRMT2B,ARHGAP28,ARPP19,RNPS1,MIOS,GPAT4,AFDN
413,ZNF711,SAP18,SMOX,PPP6R2,PMPCB,AEBP2,MAGOHB,POC1B,SLTM,UQCR10,SLC39A14,SMPD1,CELA1,ADAMTSL5,PIK3CA,IYD,ZDHHC21,ERCC8,RPL26L1,AACS,RBM34,CNOT10,PARP6
414,SLC26A1,PDLIM1,ACVR2A,UST,CD109,C9orf78,PMVK,PRKCD,PRLR,CCDC47,CRMP1B,ZBTB17,EPYC,LRRC15,RIOK3,PFKFB4,RXYLT1,IPPK,SGPP1,VRK2,PUS10,GOT1,SRGAP3
415,CUL2,SCP2,CRYAB,PRICKLE1,CPLX1,DNLZ,TAX1BP3,DOC2B,MTOR,MTA1,SLC44A2,NADSYN1,COQ10A,PTPRR,PCSK7,ATP10A,RAD9A,SIAH1,CLCN4,SEPT8,SMPD4,B3GALNT2,RIOK2
416,PRUNE2,GPATCH2,SYT17,PCMT1,AHDC1,CBY1,WNT11,PAFAH1B2,ZNF804B,PLPP3,YWHAE,GHRL,RF00322,F13B,SELENOO,ABL1,KPNA7,MSANTD3,EIF2B2,ZBTB14,IMPAD1,FN1,MRPL22
417,LRRC8C,LRWD1,ADAM10,PEA15L2,SERPIND1,COMMD8,CTNNBL1,CRLF3,JPH3,ZNF644,CSTF3,CLN5,TIFA,TTC29,PHF10,MYOM1,TMEM52B,SLC16A5,SLC7A1,RAB9A,SMARCC1,SPIN1Z,KIFAP3
418,GGACT,KLF3,ISYNA1,RF00006,CPLX2,RALGPS2,PPP1R17,COL6A2,PTGS2,LRIF1,PEPD,NCKAP1L,GPR119,PPEF2,YME1L1,GPLD1,THY1,LSS,ROMO1,AVEN,SNX29,CCDC61,EXD2
419,CLEC19A,ELOC,MCF2L,QSOX1,OvoDA1,TIMM13,EIF4E,MRPL13,KIF13B,DYNC1I1,MARCKS,ELMOD1,CD28,UAP1,RABGGTB,SYTL2,HMGA1,METTL16,CBLL1,TRMT1L,NIPSNAP2,CYB5R3,TRMT10A
420,AMY2A,INIP,UBAP1L,PSMC3IP,DPP7,FAM192A,PSMB1,RBMS1,ULK2,OAZ2,ANXA6,CCDC47,C1QTNF8,ILDR2,AMACR,NAT10,B3GALT2,MED7,TXNIP,GSTT1,DGCR8,GTF2H1,GSTM2
421,RBL1,PBK,MLST8,YBX1,VPS37B,RAD23A,KCNJ8,LEF1,NLRX1,SH3TC1,HOXA5,PHTF2,AHRR,PTGFRN,RHOBTB3,CCDC92,FLT4,ADGRA2,SEM1,HDLBP,VPS53,N4BP3,TOM1L2
422,NCAPH2,CNOT8,SFSWAP,MMP15,NWD2,QARS,CCNH,ANXA7,IGF2BP2,QRICH1,ACTB,RAD54B,LRRN3,CFAP161,PTP4A2,KPNA5,SNAPC4,SNX29,MCAM,ZNF106,RAB3GAP2,DHRS3,ZCCHC10
423,B3GNT5,ARFIP1,SLC22A7,GIMD1,BCL7A,WWC1,SETBP1,NR2F2,FAM160A1,FGG,SEPT11,ATP11C,ANGPTL5,DTNA,RBM19,CCDC61,C15orf61,RHOGL,TNFAIP8L1,CCDC88C,FER,AGTRAP,RFC5
424,PIGU,EMC8,ZNF423,CCNG2,HYAL1,FGFR1OP2,FOCAD,NDUFC2,PPFIA4,DEPDC1B,TMEM167A,IKZF1,NAGPA,EGLN3,TFDP2,SAXO2,UFM1,STARD8,EIF3B,SAMD12,GALNT18,MOCS2,BMP4
425,CYB5R2,RGN,ITPR2,KIF27,A4GALT,GDI2,ERP29,OXR1,RBPJL,PKP4,SLC40A1,PLEKHH1,OPHN1,GJA4,TPP1,ACSS1,DIPK1B,ZNF507,DAD1,IFI35,MTHFR,MED7,SCAMP4
426,C1orf232,SUMO3,SNRPD2,C22orf23,NOP14,FZD3,YWHAE,NUDT14,LRTM1,Cbln2,TBC1D1,CDADC1,LZTS2,WFDC2,BSG,IMPG1,PPP1R1C,HIBCH,UBE2D3,TAF7L,SELENOO,IMPACT,COG1
427,SRSF7,RFXAP,PCGF1,ARL6IP1,PGA3,DPYSL2,RPN2,KIF1BP,SNX22,RTCA,SERPINE2,SQLE,RF00015,RALGAPA1,LIN9,SEPT2,MMD2,LTBP1,RPL35,CDHR1,DCUN1D2,GALNT1,NADK
428,EIF2B4,POLR2D,STAT2,RGS17,REPS2,BBOX1,PSME3,GNAS,IL10RA,PHLDB2,CFL2,TECTA,RORB,ZNF639,SIKE1,DECR1,EVA1C,PDIA6,ATP6V1A,MYLIP,AHDC1,CCDC127,IFT88
429,NDUFS6,CTNNBIP1,SAP130,CTBS,ADCYAP1,SPARC,SRGAP1,SPTBN1,FAM110B,EYA2,GRHPR,ATP9B,FOXI1,NBAS,NECAP1,TTC28,ZRSR2,TIPARP,COPB2,AP2A2,SGMS1,SIRT3,ZCCHC7
430,SRD5A3,TCEA2,PBX4,MYBPC3,HEATR5A,C26H6ORF125,TMEM230,YWHAE,NFASC,NUDT9,NANOS1,TP53I11,MYOZ2,BAHD1,NUDT16L1,SNTA1,R3HDML,CBX4,LARP7,TBC1D19,VPS26C,XPA,MTHFSD
431,TNIP1,ARL5B,GRM2,SPOPL,AMFR,UBE2C,PSMD2,PXYLP1,ABCA3,KPNA2,RNF20,SERPINH1,ADAMTS15,S1PR1,HDDC2,CO6,GCK,OPN4-1,DAG1,REL,ARL4A,RHOU,TAF7L
432,MAP3K8,MVD,RAI2,MAPK9,BBS9,DNAJC10,ARL6IP5,ATP5ME,TENM2,PDAP1,HDAC2,MOXD1,ARL5A,UBAP1L,TGM2,MED12,CRK,ATP7B,RRAGC,C3orf38,YEATS4,FSTL4,ATP11B
433,PSMD6,NUP43,RUNX3,KLHL28,LRCH3,CETN1,ARCN1,RTCA,YDJC,SEMA6A,BLOC1S5,MTSS1,TRIP4,PIGS,TRMT11,KLHDC7A,IGF-I,CASS4,Six2,MPV17L2,MED24,MFSD11,RBMS1
434,MTMR1,RHEB,ST6GALNAC2,RUBCNL,NPFFR1,BMT2,ATOX1,DAPL1,TMEM255B,ATF1L,SSR3,gga-mir-1608,CSMD2,CHST6,MRPS16,GPR15,SFMBT1,SLC15A2,NEK4,C16orf72,C13H5orf15,ARFIP1,LLGL1
435,SRP9,RPA4,GPATCH8,AK1,CENPW,TMEM56,RCN2,WLS,EDNRA,HIP1R,SNUPN,UPP1,LRR1,GBA2,UQCRFS1,SEPT11,UBA5,ARL2BP,CTBPL,DBX2,XKR8,SRP9,CENPM
436,DARS,PIP5K1B,ING4,SOUL,STIM2,PSMD13,ATP5PF,FNBP1L,LMOD1,FGFR1OP,RAB8A,MCOLN2,COL17A1,PARVB,MRPL4,OXSR1,Wpkci-7,CSRP2,SYT10,HEXD,CYFIP1,UNC119B,SLC12A7
437,FASTKD1,PCBP4,UBE2N,CD109,CMTM6,YBX3,ZBTB14,ZNF362,CALR3,RAB11A,ACO2,NHLRC3,FILIP1,FUT10,ZNHIT3,UBXN2A,CHTF18,SUSD4,ENOPH1,CENPK,PRKAR1A,CRYAB,EDNRB
438,CIAO3,UBE2A,CANX,AK5,WDR4,HNRNPD,PRKAR1A,FAM177A1,TBC1D12,SLC30A7,LIMD1,MTMR4,NEDD9,AGL,ARFGAP2,SAG,VPS53,TOP3A,NUP205,EIF4G1,LETM2,RPTOR,MCUB
439,ZZEF1,DCTN5,RACK1,SLC39A13,SRM,ST3GAL2,ELP4,INPP5E,SPOUT1,MMAB,PGLS,ENKD1,MRAS,PTPN9,HSDL2,KIAA0232,PLPP5,VCPIP1,YWHAB,CFDP1,ZNF593,TCOF1,PDSS1
440,WDR55,RBM18,KIAA0100,EXT1,GPAT3,SRP14,CHCHD10,ARFGAP3,TMEM158,ADORA2A,LNPK,ABRA,RBKS,CCDC174,AP2A2,CCDC25,ZNF804B,IL17RD,HOXA9,RBBP6,HPRT1,NANS,ZNF318
441,LRRC71,TSPO,SORCS3,ATP5ME,CABP1,TIMM8A,PUM3,CYP26A1,FOXRED2,SOAT1,UNC5B,F2,MTF2,SLC16A13,SNX3,DUSP15,JPH3,USP24,ZNF512,GJC1,ERCC6,CASP2,RTN4IP1
442,CRISPLD1,PPRC1,TIMM13,SLC26A3,GALNT9,SLC2A1,RGS3,UQCRFS1,TMCO4,SLC30A2,SNRPF,POU6F1,ARHGEF3,PLEKHB1,BECN1,SERINC4,SPIK5,FASN,DESI1,HYLS1,SLC25A10,SUPT20H,KLHL24
443,LATS2,DMD,PDLIM4,ARAP2,GCGR,RACK1,SAR1A,ELF1,C10H15ORF59,CYP2C23b,EIF4E3,CYGB,MPC1,MAP2K7,MPC2,BNIP3,TSPAN4,PTCD3,RPL11,MRPS22,MED1,MLLT3,FZD6
444,TCEANC2,SMNDC1,SLC25A47,NFIX,ZRSR2,chPKCI,ANP32B,ABCE1,NMT2,TMEM254,ITGB1,CHST14,TCF7L1,KIF14,NR0B1,SBF1,DHRS3,ACSS1,HNRNPA3,MED9,FGF8,TRAPPC13,GINS3
445,FADS2,AGTRAP,LRRC43,VSTM2L,MGAT1,MOB3A,NFIB,EIF3E,LRRC8B,MAGI3,SCD,OR6B1,SGCE,CEP350,CLTB,GPM6A,SMPD3,IGF2,SNRPG,BBS7,EXOC1,MANEA,MTMR6
446,ZNF592,CPSF6,MMP11,THRA,EMC7,NCALD,LNPK,CTBP1,ARID4B,SLC25A13,GLIPR2,ALDH8A1,BRAP,SOX13,EPS15,R3HDML,C1QL2,ELL2,ARMC2,WDR61,ZDHHC9,KDELR2,BIRC6
447,TMEM161A,MIDN,HEPACAM,ZRANB3,CYP17A1,SRPRA,FLOT2,CDKN3,FAM110C,DHRS4,ATP2B4,HNF4A,PIK3R4,CILP,MRPS28,HS3ST4,ACKR4,ARHGAP31,SYT14,ENKUR,TRIM59,CIR1,NOTCH2
448,PMVK,HPD,ZBTB46,CNTNAP4,AGTRAP,MAPK10,NENF,HIPK3,AMOTL2,RBPMS2,DDOST,SLC47A2,ZER1,SYT7,RFC4,LCP2,CDHR2,SIAH3,LIMK2,CACUL1,CNOT1,JCAD,SLC1A4
449,ADAMTS17,TAF15,HHIPL2,TMEM130,TBL2,WDR35,RAB1A,RPL26,SCNN1G,ORAI1,PDE6D,LAPTM4A,CSTF1,AHR1B,MRPL34,LOXHD1,DCLRE1A,VPS53,UBA52,TMEM50A,ECE1,FGFR1OP,CROT
450,XPC,CHODL,POMT1,ALG6,CPSF7,EEF1A1,LRP1,TEAD4,DPP10,MRPL15,CIB2,DOCK1,MAP3K6,TRIM1BL,AFG3L2,THSD1,COA7,BID,DPCD,EIF3G,SHQ1,TP53BP2,MAU2
451,NDUFAF2,SH3YL1,Otx5,LEPROTL1,ADAMTS4,SMIM19,TMED3,PLEKHB2,MYF5,PHLPP1,COA6,TMEM248,COA6,DKK1,MRPS5,LRP8,RHOT1,NUCKS1,ABLIM2,CDON,BCAP29,SH3D19,RBM38
452,MRPS18A,GTSE1,DIPK1C,MYL6,MSS51,MCRIP1,OSTF1,COPS7A,SP6,MARCH5,ACTL6A,SPCS2,SMURF1,FRMD4B,MRPS22,TBX21,ARMC8,SYP,PPIA,RNF34,TMEM120A,PNISR,SC5D
453,TRIP13,SEC24A,ALKBH1,CCDC126,PAPSS2,OXR1,SPCS1,TMSB4X,TRIM50,CIAO2B,SLC25A20,ADAMTS3,C22orf39,AGMO,HIF1AN,GUCY1B1,GSTK1,SNED1,CAB39,H2AFX,ANKRD11,TTC19,ESS2
454,ABRAXAS2,YARS2,STT3A,NEIL1,SLC39A6,NCAPH,COX17,GAB1,POU4F1,PGF,WSB1,CTGF,DLL4,RNF180,ABCD4,DCBLD2,LMX1B,CASC1,FARSA,UFL1,SZRD1,ATG101,TCTN2
455,HLF,PDCD6,INO80D,MTG1,SIGIRR,TRAF3IP1,PID1,PRKCI,ACTL6B,CDKL2,CD63,TLE1,PTPN22,PTP4A3,COX7A2,CCNL1,TUFT1,MTHFR,PNN,MGA,ABCC1,EMC1,C17orf75
456,JMJD7,USP15,EIF2AK3,FKBP2,EXOSC10,NOVA1,EGLN1,COPG1,C18H17ORF67,CCNG1,DNA2,NIPSNAP1,FAM20C,ATP1B4,STOM,TNFAIP2,CTNNBIP1,YTHDF3,CIR1,CHAC2,VPS18,HEYL,VAPA
457,POLR2K,C11H16orf70,GADD45B,NUDT16L1,CSNK2A2,HOXB4,CCNL1,PDZD11,TRAIL-LIKE,SMAP1,CDC42SE1,GPR142,DENND2D,SLC6A5,ZBTB8OS,NLN,GAP43,SLC37A3,SAT1,TMEM33,CEP44,HOXA6,AKAP1
458,ZDHHC2,FABP5,VAC14,PRAG1,BYSL,EIF5,CPSF3,WISP1,LRRC75A,SEC24A,RPL37,SGSH,CLVS1,IGFALS,ATP5PD,ELOVL1,AMPD3,CABP2,YBX1,RPP38,SUB1,FAN1,ENOPH1
459,PCNX2,CNTN2,KDM5B,FOXF2,POLR3A,CDC20,EPN2,ESD,CGNRHRL,AMOT,ATP5F1D,BEGAIN,GALC,COLGALT1,ZNF593,ADRA2B,SLC27A6,VAPA,GNE,NUP93,EIF3J,OPA3,TLE1
460,TEX9,MAIP1,UBIAD1,PUS10,ANKHD1,RANGAP1,AHSA2,BTF3L4,RFX8,VPS16,UQCRFS1,PRRC2B,OR8D4,PLCXD3,ING5,ZYG11B,NME6,BMPR2,DNAJB9,PLPPR3,PHF12,PIH1D3,KHDRBS3
461,PXK,MYH10,RCOR3,SRF,SCAP,NDUFA4,LOXL2,ABRAXAS2,LHX4,ARFRP1,LAMTOR2,FXYD6,JADE3,THAP12,COX18,NHLRC2,NIPAL1,SEPSECS,LYAR,LRRC20,DST,PDXP,GTF3A
462,DHCR24,CENPN,KLHDC8A,NRXN1,PPP4R3A,TMEM199,CFD,COX7B,DMBX1,ABLIM1,GPN3,XDH,MRC2,NDST3,SEC14L1,PPM1D,EFL1,MOCS1,TCEA1,VTI1B,WDR35,KDM3A,FAHD1
463,ANKRD39,PDCD5,ABHD8,PSEN2,SPART,MAFB,BNC1,TRA2A,NPFFR2,ARFGEF1,SNRPN,TBXA2R,SKOR2,PRXL2C,SAT1,MYBL2,ARV1,UBASH3B,SSR2,MRGBP,BCL2L10,CLP1,REEP1
464,DYNC1I1,ABCF2,ABRA,ANKRD26,WDR3,SYNDIG1,PSMA7,CHMP4B,gga-mir-1677,EREG,SMIM20,LHX1,GPR143,CFAP69,RAC1,CDHR1,HECTD2,SLC46A2,EIF3H,STARD3NL,CUX1,PEMT,SNF8
465,NDNF,KCTD20,PNPO,TFAP2D,DGAT2,RRM1,BORCS7,CPPED1,CISH,SNRPC,SGSH,SMPDL3A,CPN1,ANXA11,TMA16,ENOX1,ITIH5,TMEM223,B2M,RGN,YY1,ZNF410,IGF2R
466,LHFPL5,DKC1,UGGT2,IQGAP2,AMN,PARP1,DCAF7,TOMM7,BMP10,UBAP1,ASAH1,FICD,SBNO1,BNC1,ADIPOR2,AGAP1,TRIAP1,CHRNA3,TUBB4B,STX8,RAD21,MTRF1L,ZMYND19
467,SEPT7,PSMD12,SLC5A8,SLC9A6,ENTPD1,NDUFA1,SDF4,PREP,NKX2-8,IFT20,CEP76,WWC2,AAR2,GYG1,RAB7A,HHLA1,SH3GL2,GTF2A1L,TOX3,ATP5C1,LYRM7,CUTC,HDAC3
468,DPAGT1,YPEL5,DRD5,ZC3H13,PTPRG,MACF1,PUF60,GLO1,SIX6,SUCLG1,ADAM9,ZDHHC17,NRCAM,CHST8,BTK,PMPCA,PRPSAP1,C1QL2,KCNA10,PPP1R21,NDEL1,ANAPC13,ABCD4
469,GPN1,INTS7,DUSP8,ST18,POLE,AvBD11,ITPR1,IGF1R,THAP12,ACOT8,SEC61G,C22orf23,PLCL2,PCGF3,ATAD2,SFTPA1,CLCN7,ALOX5,MUTYH,ERMARD,FGGY,SAMHD1,UTP18
470,EEF2,CDC45,ACMSD,PCSK6,COQ7,WDR76,LYAR,DDX3X,SMOX,IVNS1ABP,MRPS16,GAS2,ESS2,ZNF622,MAP2K3,CACNA2D3,OSTF1,PDF,Nnf1,SYNM,STRADB,TRMT10A,VPS16
471,TIMD4,MRPL15,EDQM1,RF00100,HMOX2,PACSIN2,AK1,SCGN,MON1A,GMPS,SFT2D1,SMYD3,ACOT11,ALPK1,BDH1A,SIK2,RBM41,SURF6,SLC25A6,ABHD4,PTTG1IP,CRELD2,SEC22A
472,LYPLA1,COX7A2L,RPP25L,PIAS2,ACVRL1,ZBTB2,LEPROTL1,DUT,B3GAT2,NFS1,NHE1,LAMB1,PER2,FGF9,GRHPR,SHROOM2,AHDC1,P3H4,NDUFA5,CEP170,IRAK1BP1,STT3B,CHCHD5
473,HNMT,ZC3H15,DDX54,ZNF503,CEP83,AMIGO2,YTHDC1,CKS2,ANKDD1A,GALNT6,FAM207A,SLC17A8,AJAP1,F9,RAB21,CCDC127,MSH4,AHDC1,FMR1,PDCL,SST,LRP11,ASMTL
474,PSMB4,HIF1A,SEC22C,ALG3,B3GAT2,MYCN,SEPT2L,PSME3,BGLAP,DDX20,PGAM1,NXPH1,SSBP2,PDC,RPL26,FBLN7,BTG2,GPAM,SKP1,WDR12,RWDD3,PDCD4,RNASET2
475,ACO2,CFC1,TTLL9,MYH10,NFS1,KLHL5,PCDHGA2,gga-mir-3526,C15orf48,MIPOL1,PRKAB2,RBP1,ITGA8,C3orf18,FMC1,STEAP3,CAPRIN2,SLC27A6,TBC1D22A,GGA3,CCT8,PLAC8L1,C7H2ORF69
476,SLC25A30,TCOF1,GOLGB1,AMPD2,EXOC8,FEZ1,MTDH,ATP5MC3,DNTT,CYP2C23a,BCL2,FRMD5,ARPC1A,BICRAL,EIF2S1,RTTN,NPY7R,PAPPA,TBPL1,GEMIN5,IGSF21,STK26,ZBTB48
477,FAT2,RSL1D1,DAZAP2,TMEM170B,OSBPL5,SUV39H2,SEC13,CYP51A1,B3GNT3,SFMBT1,WEE1,TMEM72,MYD88,MMR1L4,MRTO4,TRPC5,CMTR1,TIMM10,GET4,YY1,STXBP1,CEBPZOS,ZADH2
478,RASIP1,ERI1,ANKH,SRSF5,HSPA5,SCUBE2,MIF,OLA1,ZNRF3,CMTM4,ASMTL,HAO2,SMG1,TDRD5,RPUSD2,KIF3C,COL20A1,ITIH5,G3BP1,SNX33,USO1,SEPT11,FBXO28
479,NFIC,TRPM7,COQ3,EVI5L,GABRB3,KLHL24,PPP2R2D,KCNJ8,KLRD1,MTX3,SGK3,CDS1,PUM3,GOLT1A,CHPF2,ITGA6,DMTN,ATG13,SLC25A5,MGMT,TSEN54,PEX16,COL1A1
480,C15orf61,ALDH5A1,ABCA5,GDAP2,RSPO4,TIMMDC1,PPP1CA,ZNF503,ROPN1L,MAP3K3,SF3B1,gga-mir-1457,SUSD3,TTC36,EIF4G1,PTPRU,RUSC1,INPP4B,MRPS12,DDX17,CPLANE2,LDLRAP1,IKZF5
481,TMEM57,CBLN1,FAF1,GPM6B,SDF2,UQCR11,WDR70,ATP5F1D,NIT2,MRPS34,DNAL4,gga-mir-1562,CER1,HTR2A,SVBP,NOL4L,AGXT,PALD1,SLC30A4,DTX3L,MOSPD2,RIPK1,RAB11FIP4
482,WDR75,PCCA,RUBCNL,GPR87,DDX6,SKP2,GAS2,RTCB,PPP1R3C,GLRX2,TCP1,EFNA2,MYH15,PDZD7,ADSS,FETUB,NR2E1,MTSS1L,SMAP1,CHCHD3,UBLCP1,PACSIN3,SPTAN1
483,NDUFA1,BLOC1S4,TYSND1,SERGEF,TBX6,CCDC88A,ADAM17,BCL2L10,MYO1C,R3HDM1,TBC1D7,CTLA4,MELTF,P2RX6,DHRS4,NR1D1,IKZF1,CNIH4,MRPL50,CCDC6,PWWP2B,SLC16A1,CLCN7
484,NUDT16L1,RFC2,HIP1R,ZP4,PHIP,ERI3,FUBP1,LRRC59,LCMT2,NSUN7,IDUA,gga-mir-6603,ARMC3,SH2D1A,ATG4B,THSD7B,MKX,MICU3,COTL1,UGGT2,DUSP4,ASPM,PBX4
485,BCL11A,ATP6V1E1,OCM2,LHFPL2,Six2,SLC16A3,SUCLA2,NDUFA12,PAOX,DPYSL3,TAPBP,GIPC2,RPE65,TREM-B1,NDUFC2,HECTD2,FSHR,TNIP3,TRIB2,UBE2J1,COPE,EWSR1,DEGS1
486,PAQR8,MRPL13,PSTPIP1,RCOR3,MSLN,LRRC6,PIGBOS1,IFT57,ACSL4,NXNL2,PBLD,PPM1J,TMPRSS9,TXNRD2,EXD1,DOCK5,WDYHV1,CHAMP1,DCTD,PICK1,XPO7,PRDM11,ILF2
487,SUCO,ICA1,TINAG,MIF4GD,FKBP11,NEK6,RWDD1,EIF3K,OTULIN,FHL3,SFPQ,KLHL40,CHST11,RNF113A,CASC3,TRAF3,NEDD1,NEFH,CHST6,GIT1,PARK7,RAB3A,NFKBIA
488,AKT2,MORC3,DUSP5,TTYH2,ATP10B,MSH2,PARD3,MARK3,MTTP,GPR68,TM9SF3,WNT2,SEL1L3,MAPK6,DCUN1D2,PFDN1,MAD2L2,ELK4,TRPM3,CNTN2,HNRNPM,ABHD12,DYNLL1
489,ASL1,ATP6V1B2,ROR2,CXXC5,BOK,NDUFS5,HSPH1,CSDE1,BHLHE23,TOMM20,VPS26C,OLFML2B,CDH17,MRPL1,HAGHL,PPP2R5D,ALDH5A1,TEX10,CPSF4,PDZK1IP1,DDX52,EDNRB,PPARD
490,SLC5A6,CNOT7,CERS5,GRAMD1B,PDS5B,LSM4,UBL5,PKM,TTK,DECR1,STAU2,AMBP,CPAMD8,IRX4,NUP62,TOP2B,RAB36,FKBP8,ARHGAP19,RAB11B,MTMR3,NDUFAF7,DSTN
491,CNIH4,SHQ1,RDX,POR,MORN3,SLC38A2,DDX27,RTKN,FEZF2,UGT8,CTNS,NUAK2,LHFPL3,UIMC1,COPS7B,KIF2A,ZNF767,STRADA,JPT1,TMEM106B,RABL3,UXS1,PVALB
492,ANKS1A,EIF3I,LPAR2,AGPAT4,KLHL3,SLC46A2,TSTA3,VPS35,SYNDIG1L,GATA3,YWHAQ,CERS3,gga-mir-6659,DNPEP,GUF1,TMEM231,EPB41L4A,GPR176,SRP68,TMEM263,PLOD1,NVL,LTO1
493,LRRC59,CPN1,FYN,SDF2L1,RF00096,AKTIP,CCDC86,BNIP3L,PCSK7,ZC4H2,POP5,GABRG1,SPACA1,GABRA6,STXBP3,ADAM12,PHF2,COPB2,SNRNP27,ZNF593,MIEN1,ARMH3,SNX17
494,TEX30,GMPS,GTPBP1,CNPPD1,LRRC52,SELENOK,CPLANE2,GSN,FSD1,SMTN,TMEM14A,CA13,TRIB1,HGFAC,AARSD1,MME,GPRIN2,NELFB,CCDC12,TMEM192,SFXN5,CSRP1,OXNAD1
495,SMDT1,CALCB,FUT10,ALDH18A1,NSUN5,STX18,MRPS30,EMILIN2,COL20A1,CNN2,CNOT2,PREX2,GALR3,BPNT1,NT5DC4,MAST4,BCL2L13,ARHGAP40,LTN1,OPTN,GFER,NAE1,MLX
496,MRPL22,CACNG5,RALGPS1,RPL26L1,KCNK1,RBM38,POLA1,SNRPE,CACFD1,ELMO1,USB1,LIN7A,CHIA,ZNF148,SGMS1,GPD1L,RBM11,KCNH7,HOXC9,METRNL,ODF2,MTMR6,ALG10
497,CACFD1,NELFCD,ACSL5,MYO1E,Pcdh19,PALM,TMEM258,SRSF3,CHRNA4,GMIP,UBE2B,PCSK7,SLCO2A1,TBC1D5,CINP,BBOF1,CD48,PHF11,NEMF,HVCN1,PDP1,MRM1,SERPINI1
498,HPGDS,ARF1,MVB12B,LRRC6,UNC5D,ATP5A1Z,PGRMC1,FDFT1,UBE2J2,HIBADH,FAS,DCP1A,BMX,NRN1,MRC1,NEFH,GABRB3,ITIH2,RBM24,NOG,NIPA1,CDC40,NMRK1
499,ABCA1,NKAIN4,SSR1,EPHA3,GNAO1,MKRN1,LUC7L3,HOXD8,PLCXD2,FBLN7,KYAT3,ADCY8,HS3ST6,KCNS1,AK4,SPRTN,RPP25L,RELN,SAR1B,SZT2,RABL6,NCOR2,GTF2B
500,HOXD10,SH3KBP1,ICOS,HAPLN3,CRISP2,RHOA,TCAIM,EMP1,SPAG16,RANBP1,MXD4,GPR19,TLX1,KCNH5,FAM173A,CTXN2,MAP6,AOX2,NIFK,ETFRF1,GSE1,UPF3B,AATF
501,MED28,PKP4,VWA1,PLAGL1,UBE2M,FH,DCLK1,BMP5,ZBTB8A,PCK1,CRABP-I,LRRC8A,STX16,GLB1L,NAT8L,MBNL3,ITIH2,ADAMTS7,RBM12B,DIS3L2,BAZ1B,ITGB3BP,SLC39A11
502,NCDN,DHX15,WRB,KCND3,MINAR2,PPP1R3C,PCYT1B,ATP5MC1,FGB,SDR42E2,BNIP3L,FBP2,TMEM184A,ARL14EPL,TMEM242,HELZ,CNTNAP4,TMEM50A,HNRNPU,TRIM9,EP400,ISOC1,ARFGAP1
503,TNKS2,NOL7,RTKN2,SCPEP1,SSC4D,GNPDA1,gga-mir-3526,PLXDC2,RLF,VAMP7,GNPDA2,NLN,HOXC4,IL11,CLPX,PIWIL1,EWSR1,ELAVL4,C17orf75,MARS2,GTF2H1,VTI1A,DBNDD1
504,BMPER,MTHFR,RAB11FIP4,MDGA1,NRG2,Cbln2,PNO1,UQCRC1,MMP23B,SAP30L,TBXAS1,DHX29,LAG3,PFKM,ABCB1,ACSL4,UBE2R2,HPCAL1,SP3,CEP120,TRAPPC12,NUBP2,SENP8
505,CDR2,U2AF1,KCNC2,SH3BP5,MARCH11,GNAQ,ROMO1,CHCHD2,SNAP25,NPC2,RAB11FIP2,PRTG,CD200L,SUSD6,VASH1,RNF165,C1orf35,SKIV2L,ARL14EP,CENPE,NUDT2,DHRS11,CSNK2A2
