,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
709,GRID1,TRA2B,DYX1C1,PCNA,ACOT11,IQCD,HTRA2,CALM1,FFAR4,ARHGAP27,LURAP1L,TMEM39B,TNFSF10,PTTG1IP,FBXW5,UTRN,TTLL1,PTPN12,EIF5,COG1,PAFAH1B2,DEPDC1B,ACTA1
710,FGF2,MRPS22,SLC7A9,IRAK4,PPIF,AGA,PYCR1,CAMK4,CNTNAP2,OLFM3,CTBS,CNEP1R1,PFKL,RORA,MRM1,RAB20,DPYD,PDE4B,HPF1,DNAJB9,KIF5B,ATP6V0C,NSRP1
711,RF02160,SMARCA5,DNMBP,RASSF6,DPYD,HDDC2,ZNF609,LPCAT2,ARL16,MYO3A,ACAD8,SOHO-1,CDCA9,SYP,TMEM189,SOST,ADAMTS6,RPS16,CDC42SE2,CHCHD4,TMEM60,ANAPC5,PRPF3
712,CEL,CNN2,ATOH7,CDC14B,BCAN,DDOST,RND3,NSA2,PTGER3,ARHGEF11,ZFHX3,SLC17A6,EWSR1,SLC9A9,NDUFB7,CLSTN2,WRN,HPS5,CHCHD3,HSPA4L,CNP,CHM,AIP
713,KLHL17,YTHDF1,BFSP1,TOGARAM2,CEP57,YWHAB,LNPEP,CAND1,ADAMTS4,BUD23,ELOVL7,SLITRK4,WDR75,ANKEF1,HMG20A,TBC1D15,MIS18A,STRA6,TKFC,BSDC1,ARHGEF12,MOB2,WDR24
714,BSX,METTL5,OPTN,PGRMC2,PIK3R5,ZNF277,SRSF6,NUCKS1,TMEM184A,CD47,AP4B1,SH3RF3,RIOX1,CRK,KANSL2,SLC38A11,NLRC5,PIAS2,LZTFL1,RIPK1,CCDC14,MYC,AAAS
715,CBX6,UBE2D1,ELK3,HADHA,UBA52,NUP155,PTH1R,YTHDF3,STX16,SLU7,OAZ2,PLPPR4,PTPRM,LRRC10,ACAA1,PLBD2,CDK20,TARS,MRPS7,GAD1,CPPED1,ITM2B,FDFT1
716,EVI2A,GIT1,ARL6IP1,Six2,STXBP6,IGFBP5,FCF1,MOCS2,STRIP2,SEC23A,F3,MRC2,SYNE1,ZBTB34,SNRPD3,KCTD3,DCUN1D3,HNRNPU,PUM1,HERPUD1,EIF2B1,C1orf52,BTBD3
717,CCT4,GCHFR,PDE9A,C5H14ORF169,CDC123,HMOX1,WDR48,PLEK2,SMOC2,NEK9,RP2,WNT3,PGPEP1L,USP44,SIRT7,ELOVL6,MYOM2,PHF20,TXNDC17,SDHC,HMGCL,RNMT,ATP6V1H
718,POU2F1,THUMPD3,TMC3,ZSWIM7,GABRR2,SPC25,CAVIN4,SDHB,PDZD3,TOMM70,MALSU1,ANKRD24,CSF3R,LARP4B,NDUFS6,USP31,GLMN,TBC1D4,DDX24,NUMB,ECD,TMED2,USP14
719,DNAJC30,TOMM22,GXYLT1,CWF19L2,MOV10L1,EIF1,RRP1B,PIGBOS1,KIAA0895,MOB3C,MAPK1,AICDA,TLE3,MOB4,TYW5,TOGARAM2,TMEFF2,DOCK4,LIN52,OSBP,ZCCHC17,INTS9,ALG12
720,TYW3,CDC20,FER,AGPAT5,GNAT2,C4orf48,HAUS1,RSU1,CTSS,FAM222B,ZYG11B,SLC36A4,P3H3,GPHN,ZBTB38,MAN2A1,BTG4,MBD5,COPS8,APRT,UBE2S,TAZ,INSIG1
721,NIPAL1,TBL3,STK40,PARP6,FAM83G,SNRPN,PPM1G,UQCRB,SCUBE3,SSTR5,NDUFA4,LAMB3,SLC13A1,ZBTB26,INO80,BMPER,ADSS,ITGA2B,RBM26,PIGX,METAP2,GOLIM4,HMG20A
722,UCHL3,RMND5A,PFDN5,WDFY2,MAB21L1,DNM1L,UHRF1,RAB5A,TLX1,RASSF3,SARNP,FGF4,ATP12A,MTIF2,PCF11,TKFC,XRCC5,ABCC5,TIMM50,EPCAM,LARS2,SKP2,PPP2R5A
723,DDB1,GOLGA7,CRMP1B,NME4,VIPR1,DPH5,HSDL2,MBNL3,KBTBD3,CEBPG,TPD52,SLCO3A1,ASCL2,RXRA,GRM2,APCDD1,DOLPP1,MSMO1,NOA1,POLE3,SAR1A,SMARCB1,CHCHD2
724,MATN2,DBF4,G6PC3,SLC15A4,ADAMTS15,INVS,OSCP1,IST1,CXCR5,N-RAS,STAMBPL1,PHYH,TNNI2,YTHDF3,TCP1,PEX2,FBXO8,HNRNPH2,PSMA5,CYP1B1,RPAP3,SCRN1,UNC5B
725,PREX2,OAZ,KDM3B,FAU,SERPINE3,MCC,RRP9,CRNKL1,HS3ST6,STX1A,KIAA1522,MYH1F,SPTSSBL,PLPP5,PSAP,DNAJB9,LCAT,AHR,RPIA,TRAPPC3,GAPVD1,MNAT1,INCENP
726,CRCP,LIMK1,AMN,OGDHL,TMEM82,CIAPIN1,AGT,NONO,ZNF750,PLAC8L1,RFTN2,ZP4,RANBP3L,RNF38,MOB1B,DHX8,PIK3CB,CDH5,CLTC,UXS1,DPYSL4,GRK3,TSPO
727,TMEM132C,KIF1A,TRMT2B,GUK1,ATG14,PSMD12,LAMP2,NAA40,RHBDL3,ATP23,SH3GL1,COCH,KLHL4,ACTL6A,ZFYVE26,PITX1,PROX1,NAA30,TIMM22,REV1,EVI5,STK40,NDP
728,MED18,CNDP2,HOXC12,FHL1,HPCA,IL17RD,C1H21ORF33,PGRMC1,AQP4,NIFK,SUPT3H,MAPK14,KCNA4,SFTPA2,SDHAF4,TERB1,DDB1,UNC119B,UTP6,TA3,SLC39A13,FKBP2,MYDGF
729,HOXA5,WDR82,GRIK3,C26H6orf89,GLRA4,CALM2,CAPZA1,COX7A2,USP21,AP3B1,HAUS2,RIPK4,NEK8,HTR6,CUL3,NTM,ZFYVE21,PIAS3,MRPL4,TBPL1,SLC16A1,PIGS,CLN8
730,RRP12,ABHD17B,TPGS1,ZNF385A,PADI2,SUCLA2,SERPINH1,CSE1L,OPN4,PRMT9,SMIM4,SLC5A5,HTR2B,BZFP1,MEA1,GTF2H1,PTGES2,METTL3,TCEB3,EFHD2,DCTN5,DPYSL3,GTPBP10
731,ENTPD1,LONP2,PLCG1,GFOD2,COQ10A,RPL35,H2AFV,KPNA2,NAA80,MYOD1,NCKAP5,GHSR,TRMT5,ATP6V1H,GNA11,UNC93B1,STX2,CLEC16A,TPM4,XPA,AATF,TRMT61A,RAF1
732,ANXA6,NMD3,HOXC11,CDC26,AMMECR1L,NUF2,WDR36,CWC15,VWA1,FAT1,PFDN1,GRM1,SFXN2,SFXN4,AP3M1,CENPA,BBS2,KIF27,PAIP2B,NSUN4,LLPH,GEMIN8,MCL1
733,KLHL7,NIPSNAP2,FAM91A1,PPIL1,TRIM8,STRA6,UBE3D,HIBADH,RHBG,ARHGAP19,PAM,FGF6,RPA3,VAV2,APOOL,NKD1,PCNX1,HIRA,SNRNP35,MAIP1,CA9,SAMM50,ITSN1
734,FAM171B,IDH2,PANX1,SNX13,VEGFA,USH1C,CLN6,NT5C2,CACNA1S,THEM4,AUH,TTC24,TBC1D2,HHLA1,CHRNA5,SH2D3C,SNX24,OIT3,CDC37,SNX1,MRPS17,TP53BP1,NT5C2
735,IDH3B,PMM2,STIL,DUSP16,LDLRAD3,CSNK1G1,SKA2,UNC5C,TACC1,KLF3,SMARCD1,WAPL,RPS6KB1,CACNA2D3,ACAD8,NPC1,BTBD3,UCKL1,TKT,RDX,PRPF40A,ERRFI1,GPX4
736,SIRPA,QTRT2,DGCR8,TBC1D2B,AATF,TRIT1,HIPK3,SMNDC1,EXOC6B,ILDR1,TLN1,LHX4-AS1,GDF2,C1QL2,KAT6A,MYBPC3,ARHGAP39,FNBP1L,MAP3K21,BAP1,EFR3A,RANBP3,MED4
737,ADGRB2,RNASEH1,MSH4,CYP2AB5,SENP5,LMNB1,CUL2,USP7,C5H11orf74,MESD,TMEM38B,UTS2R5,C26H6orf106,ALOX5,SRA1,JCAD,CYBRD1,CCDC28B,RNF4,THUMPD2,MCAT,MND1,MARCKSL1
738,PRCC,RPP30,ILF2,KIF1B,LSM1,DEPDC7,GBF1,DCUN1D1,STK25,CNOT4,UBAC2,AMDHD1,AP3S2,IL17REL,MRPL21,TRAPPC11,ANKHD1,PLCH1,PLPP1,SOS2,MED30,IGF1R,SDK1
739,KANSL2,WIPI2,AKR1B10L1,TBX18,DAAM1,CD164,CNDP2,OST4,SENP5,HLF,SORD,BCAP31,RARRES1,CFAP57,XIAP,TMEM222,POMK,PLEKHG1,RDH11,SUSD1,TGFBR1,PSEN2,SPSB4
740,MYH7,BUB1B,MCF2L2,PRPH2,NLK,KIAA1143,RARS,PDE6D,GPHN,MALT1,RAB2A,MPPE1,BCL11A,RHAG,HADHA,PTPRF,ADAMTS20,FBN2,SEC63,GPR162,DUS1L,C2CD5,ATP5C1
741,ARID5B,KIF18A,ACOX2,KCNN2,SLIT3,KIAA1522,PSMD1,BDNF,RUVBL2,TFF2,QPCT,LYN,DIO2,SLC1A2,DNAJB12,LDLRAP1,ARMC9,MAP3K14,CXXC5,CHST15,NKIRAS2,GFM1,ADAR1
742,BUB1,POC1B,RAX2,LINS1,MYO6,OAT,KCNJ2,SPECC1L,MOSMO,MTHFD1,POLR2L,SGCG,PEX16,CDHR2,CEP112,SCG3,RUNX3,C8A,HIST1H103,COX18,MAST4,CNEP1R1,EZR
743,LGI1,BLOC1S5,AVL9,CALD1,PARP3,PRKCA,PPP1R12A,STXBP3,LPAR3,CHCHD5,NPTX2,FBXW2,LAP3,LRTM1,CASC4,HARBI1,HSPA12A,FAM184B,CPNE1,TRARG1,AFTPH,CTSH,TAF8
744,METAP1D,PHF12,AATK,MTA2,TROVE2,TNFRSF19,C9orf64,IDNK,NYAP2,CHMP2AL1,COX11,FBXO38,GRK3,PABPC1L,DUS1L,PDCD11,Pcdh19,RNGTT,CABP1,DNLZ,WDSUB1,ARL6IP1,RAMAC
745,ADARB1,BAG1,ARHGEF4,NAXD,ITPKB,NDP,EXOC8,YBX3,RNF220,SP4,XRCC4,HIVEP2,CMTM6,AGAP1,RNF10,NACA,BANP,TMEM39A,SNX12,NCAPG,ATG4C,EEF2,MSANTD4
746,POLR2H,EMC2,ATP8,C9H2ORF82,ITGB3,VPS26C,MGMT,PERP2,DOP1B,PGC,TMEM231,INAFM2,LRAT,ZMYND8,MRPL48,SAP30BP,BRCA2,ARL6IP5,N4BP1,TCTN2,PSMA2,ADAM10,RAB10
747,WT1,HIRA,ACTG2,AHSG,CCDC174,ILKAP,AK2,AK4,ANK2,GJD4,ITGAV,CELSR2,OAF,FDXACB1,CCDC6,XPR1,NEXN,IDNK,CHODL,MEA1,ESRP2,TBC1D15,CWC15
748,SSRP1,ELMOD1,SRP72,ATP2A2,RAP2C,CHN1,HDGFL3,METAP2,L3MBTL2,GPATCH2L,NUDT2,MAEL,HYLS1,LIPA,HMGA2,CCDC191,CIB2,NAV3,RPL27,gga-mir-1723,TMEM14A,COMMD9,GLI3
749,SNAPIN,NUP93,SLC16A14,NIF3L1,RELT,ZDHHC17,COA5,LCLAT1,WAS,ALKAL2,RAB5C,SLC25A11,NPNT,KATNBL1,SUGT1,C1orf216,PLIN4,CRYBG2,SEC13,FCF1,COG4,TAOK3,EMC2
750,PPP1R3B,ITPK1,COL8A1,KCNC3,ELOF1,DACH2,MTIF2,SCD,GJA4,PHF20,TST,AEBP1,SPAG17,ACOT9,ATP6V0E2,GPT2,H2AFY2,RMI1,MED27,NPC2,KIDINS220,ANO3,ALG8
751,SETD4,ZCRB1,ATM,HAO1,SYNDIG1L,GRK3,FAU,ACTA1,HTATSF1,MVB12B,BLOC1S6,IQUB,CTNNA1,BIRC5,UHMK1,PDRG1,ZC3H12B,SLC25A44,FBXO48,KNSTRN,ATP5A1Z,COQ8B,ARID1B
752,KLHL24,RTCA,SLC35B1,ADA2,FHL1,SOX18,KMT2E,EIF2S1,C12orf4,XRCC3,TBX3,PDCD4,MYO1D,SYT17,TBPL1,SLC2A11,RHBDF1,SCD5,SQSTM1,TRIM8,MVB12B,GPAT3,FASTK
753,GLRA2,DECR2,NEXN,PTBP2,XPO4,NDUFA5,CD83,COPS9,NEK5,FLAD1,PTK7,RAPGEF2,NDUFS4,CA9,BLOC1S5,SZRD1,EPHB1,HSD17B7,RILPL1,TLE1,CDC34,TTF1,MAT2B
754,EIF3G,GABPA,ens-2,OGT,CHST11,GZF1,NDUFAF7,JPT2,RAB36,SAMD12,CDCA4,COL6A1,CD2AP,FAM161B,ARL15,RAB7B,CDKN3,UBQLN1,TMEM184C,RBFOX2,LRIG3,LPAR1,NMRK2
755,ZNHIT3,COX7A2,TMEM98,CDC6,CNEP1R1,TBC1D15,GPN3,KHDRBS2,RAP1GAP2,TAOK3,FAR1,C7H2ORF69,FFAR2L,FANCM,PUM3,ADCYAP1R1,MME,TAF13,COMMD9,CCDC25,MAP1LC3A,SAV1,IFT22
756,RAPGEF5,RNASEK,HOXC8,KIF3A,B3GALNT1,MCL1,POLR2I,RAB11B,TRMT12,TNFAIP1,SOX4,COMMD7,ALX3,ARID4A,MCCC2L,CAB39L,SYTL4,PRKAB1,MID1,MED24,NFASC,POLR2L,RABEPK
757,COLQ,SEPT7,CLDN19,MLLT1,CHRM4,ZNF362,COL13A1,NPEPPS,SLC10A4,UGDH,TSPAN13,UROC1,CELA2A,SYNM,NDE1,ILDR1,MATN4,UBAP1L,CDC42,DIABLO,TMEM101,FBXW2,PCSK5
758,GPR174,TSSC4,VIPR1,METTL9,HBS1L,ANKRD10,ACADL,PGLS,RIMS2,IFT46,MAN2B2,PCMTD2,DLGAP2,GID8,SIGMAR1,SRRD,NCOA3,SH3D19,DPP8,SNN,GSN,NCAM1,MRPS2
759,GOLGB1,PRORSD1P,PIM3,DBN1,FKBP15,SRSF1,CYB5R3,USB1,LRCH2,SYTL2,CBY1,ACE,TXNRD1,SLC39A14,MYLK3,ZNF385C,NIPA1,HSPA4L,CNOT2,SSH2,RAD52,DHX29,TIPIN
760,MRPL19,SUB1,TTBK2,ZFC3H1,CHADL,CRADD,CLTA,BUB1B,ERBIN,IYD,TAMM41,RNF103,ZUP1,SEPT4,BMP2K,APBA3,RWDD2B,FUT10,NCAPH,HPF1,DAP,RCL1,PPM1B
761,SETD7,AGPS,ANO2,SLC4A10,VASH1,BRD3,VDAC1,H2AFY2,DRAXIN,WNT8A,FKBP51,ZNF335,SHC3,ETV4,LAMTOR2,WSCD1,AMN1,C3H6orf120,RNF146,RPS6KA1L,SSR2,LYPLA1,CBY1
762,KCTD9,TRIM8,AHRR,UNC13B,FRS3,TSPO,EML4,CTGF,YPEL4,CDC42,SGCE,MGAT4C,FLVCR1,FGF20,MAFG,MTDH,MTF1,KIF24,ACBD3,AKTIP,RNF41,CETN1,HEXB
763,ID4,FBXW2,FAM3D,PTAFR,DHX40,CDH11,IER3IP1,SPC25,LAMP5,HIVEP2,EIF3B,PLK2,SLC2A6,KCNN1,RPP25L,CFAP45,HSD17B2,SIX1,ETV6,AIMP2,FAM192A,COX19,ATP2B4
764,RARG,ITSN1,BST1,NDFIP1,EXT2,MCM3,GTF2A2,LAMTOR5,MOK,CASTOR2,FANCC,LMX1B,RFX7,WBP1,RRNAD1,CABP2,RUNX1T1,SDHC,FAM122A,SEC11C,ACAP2,MZT1,TIMM13
765,CORO1B,SLC36A1,SLC30A1,MFAP2,PNLDC1,LRGUK,RFFL,SGF29,DEFB1,DMAP1,MRGBP,HUNK,SCARF2,PUM3,CPNE3,RNF216,LARP1B,CDCA9,NASP,AKAP8L,TPGS2,SEC63,ZFHX3
766,TMEM60,ORAI2,ZAP70,RGS1,TMEM161B,GLT8D1,SLC25A33,PTPN11,METTL25,GRPEL1,REV3L,MANSC1,JADE2,DGKD,NOC4L,TPRKB,ACACA,ARHGEF9,SS18L2,SESTD1,PAK2,B3GNT5,RILPL1
767,PGAM5,IWS1,FAM221A,MMP24,UBXN2A,LGALS8,PGAM1,RNF185,TLR7,UFSP2,TLE4,BCL2A1,CASP18,PAPPA,GALNTL6,PEA15L2,HS3ST3A1,MAP3K8,CNOT6,H2AFY2,PPRC1,PFKL,OSBPL9
768,CDK2AP1,MTFR1L,ERLIN1,HORMAD1,PYGB,CAPZB,ARPC4,HABP4,PARPBP,INTS4,TMTC1,GRID1,SMKR1,CDH10,RHEB,SEC23IP,FGF23,MTTP,ZBTB34,ATG4B,ZNF330,PBK,SUPT4H1
769,MAST4,GABRA3,HAPLN3,SOGA1,NMRK1,PRRG1,AZIN1,HMGN1,FAM13A,HMGCS1,TMEM199,C1QL4,MFNG,PTCHD4,CMC4,SLC41A1,RMDN3,EML6,UBA3,RPAIN,HIBCH,FAM126A,ACBD3
770,EXTL3,RRN3,E2F1,BTAF1,ARHGEF6,POLR3B,PHKA2,SLC25A3,RGS13,PRKAB1,LRFN5,AGR2,CEP120,WDR74,MFSD12,KCNA10,MAFA,SOX18,BAZ1B,DPM1,EXOC8,LPAR4,SLC25A39
771,PARM1,USP44,MPZL2,HTT,KAT6A,CDC42SE2,CDCA9,ZMYND11,DRC1,GNPTAB,ZNF362,CD3E,TLE1,ASAH1,KIF27,CDK10,TTLL9,GNG2,MIPEP,KIF4A,RNF146,PEF1,ANKRD17
772,LRRC57,PPHLN1,EIF1B,YLPM1,SACS,PSMD11,BLB2,NPBWR2,COG3,DDX23,DRAM2,GATAD2B,SERHL2,ITPRID1,DNAJB14,MRPL4,cmi9,TRIM35,MSRB3,TRDMT1,KCNN1,AGRN,NDC1
773,LNX1,TMEM50B,DERL1,FAM163A,GAN,ACAA2,CBX1,CUX1,C2orf88,SLC30A9,TMEM144,AP1AR,MCRIP1,C8B,LRPPRC,ANKRD55,E2F5,MCUR1,ZFAND1,GST2L,RANBP1,ERGIC3,WDFY1
774,VILL,BRMS1L,RUVBL2,SCT,VAT1L,TAF12,ACP1,SH3GL1,ARNTL,DNAJC11,SMU1,DLG5,COQ7,ATG13,UCKL1,CEP120,FGD6,FEZ1,ARHGAP21,ASMTL,MPP5,SMIM8,EXOSC7
775,HDAC3,TCEB3,SP3,CALHM3,LANCL3,NSD3,WDR89,FAM83H,RPRD2,ACAT1,BRI3,PTAR1,XPNPEP1,RUNX2,NRG4,MSX1,SHLD1,HIP1,SPATA2,LIMK2,DNMT1,DYNLRB1,BET1L
776,SCO1,GSS,WDR7,TBX15,KCNA4,YTHDF1,LRRC59,MKP3,EYA1,ZC3H15,MRPL1,TMTC3,EIF1AY,TMCC2,IDH3B,DEF8,DNAJC9,CABIN1,PER3,SDF2,TMX3,RSPO3,XPO7
777,MCRIP2,NADK,C1QL4,gga-mir-6632,TACR3,COMMD5,VBP1,FAM98B,NMS,CTSB,TMEM60,NRIP3,FNDC3A,MLC1,ALYREF,REV1,FGB,HEATR6,ASS1,WNT3A,ARPC4,COMMD4,ELAVL4
778,EGLN1,PAIP2B,TMBIM6,SCRT1,NEK8,IL20RA,AP2M1,Ii,ROCK2,BRSK2,SLC9A3R2,PTGER3,LAMB1,SYTL5,CISH,ABHD10,OSBPL8,OXSM,RFC5,ABHD13,FLOT1,ASB7,MSL1
779,DNMBP,RRM1,C10orf90,PLD6,TRIM27.1,MELK,CDH2,TCEA2,CNTN2,ABI1,FBXO42,PEBP4,RBFOX2,LIG1,TRNT1,KANSL3,PRDM11,DLGAP3,OAZ,ZBTB48,PRRC2C,PARS2,FAM177A1
780,PPP1R26,RAP1B,ARX,PIGT,GRM7,NIF3L1,RAD1,ANKRD22,PPP1R13B,OPA1,CHN1,gga-mir-6659,FAM76B,CEP85,SLC25A3,WWP1,ESPL1,IGFBP4,CRYZL1,ARMC7,FARP1,SLC25A3,SPTSSA
781,UNC93B1,SLK,MAP7D3,TBXA2R,NUDCD1,MRGBP,NDUFAF2,ATP2B4,NCKAP1L,SEC22A,ATP5PD,AREL1,KDR,C1orf50,WSB2,MINDY2,PTK2,HOXC6,NKIRAS1,SPRED1,BAK1,TUBB2B,CETN2
782,GABRB2,TIPRL,CPED1,TRAF6,BICC1,COMMD4,CHCHD4,HPF1,FKBP10,PDLIM1,SMAP2,AQP4,ATF7IP,QKI,TRMT10C,CFAP100,F3,KDM7A,GTPBP4,ALKBH5,TOR1A,YPEL1,ITGB5
783,CRAMP1,UQCRB,COL4A2,RF00425,SERPINB10B,TCTN2,RRS1,KIAA1524,HDAC11,WASL,ZNF511,HS3ST6,PLEKHG7,PPIC,SLC22A23,MGRN1,C10orf90,NRAP,POLR3B,BRSK2,ARHGEF39,SMARCA2,BZW1
784,HS6ST1,RAD21,gga-mir-12207,PEX14,ADCK1,RDM1,H2AFY,MTNR1A,PDIK1L,ACSS1,OAF,LMOD2,TMEM98,PPOX,RARS,NPM3,PPL,POLE3,AGK,DNAJC17,TEAD4,TMEM18,MKLN1
785,CDKN1A,TNRC6C,CHRNA6,NAGA,TOM1L1,SEMA3D,DDR2,EIF4EBP1,ANGPTL7,SUPV3L1,LCLAT1,SLC22A3,SH2D4A,TP63,EPN3,ZFAND6,ITM2C,SKAP2,QKI,CEP68,TMEM131,RAB11A,NOB1
786,PHYH,SQSTM1,MYOM1,INSIG1,NAT10,BBS7,FOXO6,TGIF1,C1orf109,TMEM51,MKP3,CYP1A2,RCOR1,MYO7A,KXD1,MYOM2,SCAF4,MAK16,YEATS2,PCYT1A,ECHDC2,FDPS,SCO1
787,BTBD2,MKRN1,SPON1,SHPRH,RNF130,API5,TMLHE,EIF3I,RHBDL1,PDE1B,TMEM243,PLIN1,CAMK2N2,C3H6orf120,TOMM7,CD80,DOCK2,MAP3K7,G2E3,COMTD1,CRYZL1,DIS3,TMX4
788,TMED8,ETF1,HOXD11,LNP1,ABHD14B,BABAM2,ACOT13,CAP1,AOAH,KIF18A,MYL9,NOX3,RAD9A,TRPS1,PRDM11,GFM2,ZC3H7B,LGALS1,CDKN3,LZTS1,RABEP1,USP36,PCBP4
789,RF01968,CETN1,BIRC6,SYT13,LARP1,ITGAV,GTF3C6,DCUN1D5,ACAP3,PLCB1,UFSP2,PHF21B,POLG2,EEF2KMT,ST7,LDLRAD3,AMPH,POMK,MTPN,PITX2,NOL6,PDGFA,WDR36
790,CDR2L,NRBF2,TBK1,HSD17B3,TMEM185A,KNSTRN,APOO,FAM162A,C1QL3,LSS,HNRNPR,NPHS2,PRDM4,PNPLA4,MTRF1L,F13A1,NOTUM,ACSBG2,BUB3,SPTLC1,ITPA,MCM5,CDC42SE2
791,DPF1,SLC10A4,SPOCK1,BEST3,MAP1LC3C,TPR,CRISPLD2,BNIP3,PCDH12,PDCD4,HOXC6,ADRB2,MAP1A,HTR1F,C2H6orf52,NFRKB,SLC45A3,TRHDE,SNX6,BTBD3,TRPM7,C12orf10,GALE
792,PYROXD1,HSPD1,THRA,PI15,KANSL3,NDUFA6,ELAVL1,CHMP5,ZDHHC22,USP4,EXOG,PRKCB,OVCH2,GPD1L,PSMC2,CD24,RGS8,HOXA6,RNASEH2B,IVNS1ABP,ANKRD49,RBM45,SLX4IP
793,AAAS,HM13,TRNT1,SSBP4,CEBPZ,SLX4IP,GPX8,SNX6,ADAMTSL5,ETF1,RNF207,TLX1,MOB3C,CLN5,WDR74,SHCBP1,DBX1,REXO4,RUNDC1,ARID4A,CDKN3,EAF2,SRGAP1
794,LSS,PPIL3,FLVCR2,TBX19,SYN3,TARS,RAB7A,HSPA4,OTOP1,COL20A1,ETFDH,SLCO2A1,PCDH1,SGPP2,RAD21L1,TPRA1,POSTN,PLA2R1,ZNF644,ZCCHC13,ING4,NAA30,PTGR1
795,FLVCR1,PWWP2B,USPL1,SLC27A3,CSF1R,MINOS1,MMP2,CCNA2,AMOTL1,POU2AF1,P4HA1,PIRT,STARD8,IRF1,FUT10,SMAD1,PKNOX1,LHPP,VPS4B,DNAJC15,HAX1,NOC4L,UBTD2
796,DMBT1L,ESRP2,MAN2C1,CDK3,ARFIP2,SNX12,TIMM44,MGST1,WEE2,MCAT,TMEM97,GGT5,PLCZ1,COL20A1,PIGC,RIOK2,ADAM17,POLQ,TOMM20,STRADA,SLC16A9,RANBP1,SNX6
797,RBM15,WWC1,RTN4IP1,COQ10A,MAPKAPK5,PPP1R2,SLC25A14,PEX10,SLC13A5,CFLAR,TAF5L,NHLH1,SH3TC1,VAMP1,C1H21ORF33,TMEM255B,LRFN5,STK38L,UBE2J2,KATNA1,RNF141,SPPL3,MPV17L2
798,PDCD11,LASP1,TRANK1,NAGPA,RBFOX2,ADGRB1,TUBA1A,CBX3,OCA2,CDIP1,GPC4,GC,GCM1,FADS2,SCPEP1,CSRP3,CXCL14,TMEM9B,PSMD3,VMP1,LSM5,ARFRP1,C16orf72
799,ANKRA2,TBP,NBL1,STARD3NL,FBXO34,ND4L,TMEM59L,DBX2,ITPRIP,A1CF,H6PD,CNTNAP2,KCNV1,POLG,HMGCL,CORO7,XYLT1,EXOC4,INO80C,BCL2L13,SPDL1,TMEM208,CNOT11
800,NDUFB2,KIF18B,PYM1,RAP1GAP,COLEC10,ZC3H12C,NAPRT,CENPH,GALNT16,PACSIN1,ANAPC16,EEF1AKNMT,HCRTR2,ELK4,MTPAP,MAP3K21,CRYGS,SIPA1L2,TRA2A,LFNG,RUNDC1,TM9SF2L,CD63
801,PCCB,JPT2,RIMS3,C7H2ORF69,ADCY6,DDR1,CYLD,MAST4,SMIM14,TRIM13,RSPO2,CNIH3,SENP7,IGDCC4,IRF7,FBXW7,PLEKHA6,METTL15,PUS3,RTFDC1,TTC27,FARSB,PIN4
802,CSGALNACT2,RHOA,FGGY,MAPT,PPFIA2,GTSF1,SRFBP1,C6orf132,FNDC9L,RXRG,CTHRC1,KIAA0895,AQP9,MMP23B,EML6,ORMDL2,BCR,CRTAP,SMDT1,PTTG1IP,MAP6,RBP5,VMA21
803,LRP12,SPRYD7,COLGALT1,EXFABP,JADE3,IRX1,C15H12orf49,PLOD2,RBM46,TMPRSS9,RBM24,TMEM8A,ETV7,ATP8B2,STX5,METTL16,C17orf75,SRP54,MTREX,MED8,DNAJC11,QPCTL,GSPT2
804,FAM53A,TUBB2B,MYCN,CBX2,CHIR-B6,GULP1,XPR1,UBE2Q2,MMEL1,PIWIL1,ELMSAN1,LHFPL3,gga-mir-12211,DHH,NOX3,DMXL1,RSRC1,PDXP,MAF,POLR3A,AKR1B1L,RBM15B,NEDD1
805,ECHDC3,CNOT9,MFAP1,OLAH,ALOX5AP,GNAS,ADGRL2,ZNHIT3,GPC5,ACBD5,JMJD4,LECT2,MVB12A,CHAMP1,PPP1R12A,CHADL,TMEM9,ADAM9,ASB13,EXTL3,VWA9,ALKBH1,GLCCI1
806,TM6SF1,MRPS23,SMC1B,RIMBP2,GINS2,CHL1,LSM8,BCAP29,MAPK8IP1,SKIV2L,AIF1L,GALNT17,SDK2,NDST1,UTP4,ODF1,AMPD2,CEP170P1,PLEKHF1,TRAPPC4,CDKAL1,CISD2,RPP25L
807,C18orf63,LSM6,AK1,RAB3GAP1,GLCE,GPC4,EIF1AY,ARHGAP29,PTPRR,GJA5,GALNT18,ECHDC2,IRX1,PLEKHH1,COMMD7,BMS1,ALYREF,PEMT,YTHDF1,NPHP1,EIF5A2,TOP1MT,ELOC
808,ITGB6,TGS1,PIK3R5,HYAL3,COCH,PFDN5,TCF7L2,FZD6,TTC29,C5H15orf41,ATAD1,IKBIP,HOXC6,ANKRD17,FAM208A,BCOR,TIMM50,FAM8A1,CHMP1B,PDLIM1,PNPT1,ENDOG,CDC7
809,YWHAG,CEP131,NRP1,FAM173B,C11orf87,EFCAB1,GMPPB,MYDGF,FAAP100,ARIH1,SLC15A4,SREBF2,CENPL,RICTOR,COQ7,STAB1,LSM14B,SOX5,HS6ST2,ESD,WBP2NL,VAMP1,INTS13
