index,batch,cell_names,library_id,n_counts,unique_cell_id,time_id,sample_id,n_genes,n_counts_pre_norm,S_score,G2M_score,phase,leiden,pr_NearestNeighbors,pr_SVM-Linear,pr_SVM-RBF,pr_DecisionTree,pr_RandomForest,pr_NeuralNet,pr_NaiveBayes,pr_LDA
19012-5,5,bcHIER,st52,627.0,None,d2,d2,981,627.0,-0.03562496,0.3358175,G2M,4,SOM,IM,SOM,SOM,LPM1,SOM,LPM1,SOM
19117-5,5,bcDKMT,st52,2596.0,None,d2,d2,1370,2596.0,-0.077345744,0.1189756,G2M,3,NOTO,LPM1,LPM1,SOM,LPM1,SOM,LPM1,LPM1
19118-5,5,bcHJKF,st52,1534.0,None,d2,d2,954,1534.0,-0.10362209,0.16157691,G2M,1,strNTB,IM,LPM1,WD,LPM1,LPM1,LPM1,LPM1
19119-5,5,bcBMVN,st52,1255.0,None,d2,d2,1086,1255.0,-0.07837744,0.022211209,G2M,4,SOM,SOM,SOM,WD,SOM,SOM,aPSM,SOM
19120-5,5,bcDNLN,st52,1114.0,None,d2,d2,1124,1114.0,0.032305434,0.31912804,G2M,0,LPM2,LPM1,LPM1,SOM,LPM2,SOM,LPM1,LPM1
19122-5,5,bcGACU,st52,778.0,None,d2,d2,1002,778.0,0.014656257,0.0077130795,S,1,EPID,LPM1,LPM1,strNTB,LPM1,LPM2,LPM1,strLPM
19123-5,5,bcAFSY,st52,785.0,None,d2,d2,986,785.0,0.24110995,-0.20007429,S,3,aPSM,aPSM,aPSM,SOM,aPSM,aPSM,aPSM,aPSM
19124-5,5,bcEQWC,st52,775.0,None,d2,d2,959,775.0,0.08521467,-0.20975058,S,4,WD,LPM1,IM,SOM,LPM1,NOTO,IM,LPM1
19125-5,5,bcAIWY,st52,697.0,None,d2,d2,986,697.0,-0.19024903,-0.07230131,G1,1,LPM1,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
19231-5,5,bcIAOJ,st52,2399.0,None,d2,d2,1257,2399.0,-0.008925405,0.0195807,G2M,3,IM,IM,LPM1,SOM,LPM2,LPM2,LPM2,LPM1
19232-5,5,bcHBYO,st52,1508.0,None,d2,d2,1005,1508.0,0.30764672,0.19312528,S,21,EPID,LPM1,LPM1,strNTB,LPM1,NOTO,IM,LPM1
19233-5,5,bcFJWY,st52,1332.0,None,d2,d2,1083,1332.0,-0.106347784,0.09769355,G2M,4,SOM,LPM1,SOM,SOM,SOM,SOM,LPM2,SOM
19234-5,5,bcAOPB,st52,938.0,None,d2,d2,1036,938.0,0.6417903,0.21542937,S,3,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
19235-5,5,bcFUHQ,st52,1024.0,None,d2,d2,1062,1024.0,-0.12861378,-0.20481649,G1,1,EPID,LPM1,LPM1,pNTB,LPM1,pNTB,LPM1,LPM1
19236-5,5,bcACKO,st52,1037.0,None,d2,d2,952,1037.0,-0.095585674,0.00079092383,G2M,2,aNTB1,LPM1,LPM1,SOM,LPM1,pNTB,LPM1,LPM1
19237-5,5,bcETXX,st52,745.0,None,d2,d2,1005,745.0,0.16292176,-0.043014035,S,0,ALNT,LPM1,LPM2,SOM,LPM2,ALNT,LPM2,LPM2
19238-5,5,bcAAZN,st52,698.0,None,d2,d2,934,698.0,-0.047626264,-0.316724,G1,0,SPP,IM,IM,strLPM,SPP,LPM1,SPP,IM
19345-5,5,bcDGYI,st52,2327.0,None,d2,d2,1264,2327.0,0.044926956,0.11450402,G2M,0,aPSM,SOM,SOM,SOM,SOM,aPSM,aPSM,aPSM
19346-5,5,bcDQMJ,st52,1544.0,None,d2,d2,1040,1544.0,0.025782917,0.07225204,G2M,1,ENDO,pNTB,IM,WD,LPM2,pNTB,LPM1,pNTB
19347-5,5,bcDYZX,st52,1559.0,None,d2,d2,963,1559.0,0.5501862,-0.013436649,S,8,pPSM,LPM1,LPM1,WD,LPM1,SPP,LPM1,LPM1
19348-5,5,bcGNVC,st52,1222.0,None,d2,d2,1019,1222.0,-0.14593223,-0.20123422,G1,4,BLD,IM,SOM,pNTB,SOM,SOM,LPM1,LPM1
19349-5,5,bcENXM,st52,1002.0,None,d2,d2,1045,1002.0,-0.033771597,0.07922569,G2M,13,NMP,LPM1,LPM1,WD,LPM2,NMP,LPM2,NMP
19350-5,5,bcHERB,st52,895.0,None,d2,d2,929,895.0,-0.12261415,-0.016418543,G1,1,LPM2,LPM1,LPM1,LPM2,LPM1,LPM2,LPM1,LPM1
19351-5,5,bcEFZE,st52,742.0,None,d2,d2,991,742.0,-0.07708358,-0.095314525,G1,2,strNTB,LPM1,LPM1,strNTB,LPM1,LPM1,LPM1,LPM1
19352-5,5,bcGWVJ,st52,662.0,None,d2,d2,979,662.0,-0.24134336,-0.22874635,G1,4,aPSM,aPSM,aPSM,SOM,aPSM,aPSM,aPSM,aPSM
19459-5,5,bcGPXE,st52,2601.0,None,d2,d2,1326,2601.0,0.16375774,0.033909034,S,9,SPP,pNTB,pNTB,SOM,BLD,ALNT,LPM1,pNTB
19460-5,5,bcEMKW,st52,1814.0,None,d2,d2,1064,1814.0,-0.023932438,0.023268446,G2M,4,SOM,LPM1,SOM,pNTB,LPM1,SOM,LPM1,SOM
19461-5,5,bcFHLP,st52,1327.0,None,d2,d2,1082,1327.0,0.32738706,-0.021300469,S,3,pPSM,LPM1,LPM1,LPM2,LPM1,pPSM,LPM1,LPM1
19462-5,5,bcASSF,st52,1232.0,None,d2,d2,1066,1232.0,-0.13501208,-0.1319944,G1,1,LPM2,IM,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
19463-5,5,bcFLFZ,st52,1100.0,None,d2,d2,992,1100.0,-0.07896054,0.06908931,G2M,4,aNTB1,pNTB,LPM1,SOM,LPM1,pNTB,LPM1,pNTB
19464-5,5,bcDXOR,st52,827.0,None,d2,d2,1008,827.0,0.067471944,-0.27446175,S,1,strLPM,LPM1,LPM1,pNTB,LPM1,strLPM,strLPM,strLPM
19465-5,5,bcGYSX,st52,798.0,None,d2,d2,945,798.0,0.01687939,0.03732454,G2M,4,LPM2,LPM1,LPM1,pNTB,LPM1,SOM,LPM1,LPM1
19466-5,5,bcACCA,st52,691.0,None,d2,d2,998,691.0,-0.26356322,0.0581418,G2M,0,pPSM,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
19467-5,5,bcBURI,st52,653.0,None,d2,d2,982,653.0,-0.022015637,-0.098890126,G1,0,ENDO,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
19468-5,5,bcIFDL,st52,605.0,None,d2,d2,964,605.0,-0.13601667,0.36448047,G2M,3,SPP,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
19573-5,5,bcANED,st52,2818.0,None,d2,d2,1340,2818.0,-0.06955693,0.13510859,G2M,1,pNTB,IM,LPM1,pNTB,LPM1,pNTB,LPM1,LPM1
19574-5,5,bcCPYE,st52,1485.0,None,d2,d2,986,1485.0,0.8232123,-0.052605487,S,1,NOTO,IM,aPSM,SOM,SOM,NOTO,IM,aPSM
19575-5,5,bcECCC,st52,1208.0,None,d2,d2,1076,1208.0,0.20579003,0.03349427,S,9,ENDTH,LPM2,LPM2,SOM,LPM2,ALNT,LPM2,LPM2
19576-5,5,bcBGND,st52,1144.0,None,d2,d2,1042,1144.0,0.35046875,0.2535392,S,3,BLD,LPM1,LPM1,strNTB,LPM1,strNTB,LPM1,strLPM
19577-5,5,bcEZXI,st52,1033.0,None,d2,d2,1004,1033.0,-0.046847347,-0.23141098,G1,4,SPP,LPM1,LPM1,WD,LPM1,SPP,LPM1,LPM1
19578-5,5,bcGWYD,st52,904.0,None,d2,d2,989,904.0,-0.40108913,0.16448495,G2M,4,SOM,IM,LPM1,WD,LPM1,SOM,LPM1,LPM1
19579-5,5,bcHMGY,st52,879.0,None,d2,d2,968,879.0,-0.21015263,-0.12936977,G1,11,SPP,IM,IM,SPP,IM,SPP,IM,IM
19580-5,5,bcFWKD,st52,671.0,None,d2,d2,964,671.0,0.009841174,0.37060273,G2M,3,strLPM,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
19687-5,5,bcEYIL,st52,2537.0,None,d2,d2,1260,2537.0,0.025999654,-0.12346919,S,1,NMP,LPM1,LPM1,strNTB,LPM2,NMP,LPM2,NMP
19688-5,5,bcAOMF,st52,1571.0,None,d2,d2,980,1571.0,-0.18568322,0.17181951,G2M,3,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
19689-5,5,bcHLFG,st52,1321.0,None,d2,d2,1081,1321.0,-0.21040751,0.008706699,G2M,1,pPSM,LPM1,LPM1,SOM,pPSM,LPM1,LPM1,LPM1
19690-5,5,bcBPRQ,st52,1216.0,None,d2,d2,1069,1216.0,-0.032386784,0.19654894,G2M,1,EPID,LPM1,LPM1,WD,LPM1,LPM1,IM,LPM1
19691-5,5,bcHOQX,st52,1004.0,None,d2,d2,1037,1004.0,0.062132314,0.14198624,G2M,1,LPM2,IM,LPM2,LPM2,LPM2,LPM2,LPM2,LPM1
19692-5,5,bcFWJE,st52,928.0,None,d2,d2,977,928.0,-0.2098375,-0.31933463,G1,20,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
19693-5,5,bcBCYJ,st52,741.0,None,d2,d2,965,741.0,-0.06481585,-0.0882197,G1,9,EPID,IM,LPM1,SOM,pNTB,EPID,LPM1,LPM1
19694-5,5,bcHLLU,st52,683.0,None,d2,d2,981,683.0,-0.26216477,-0.18085937,G1,1,ALNT,IM,LPM1,strNTB,LPM2,ALNT,LPM1,LPM1
19695-5,5,bcIGJO,st52,723.0,None,d2,d2,980,723.0,-0.18305469,-0.19753684,G1,2,SOM,LPM1,SOM,SOM,LPM1,SOM,LPM1,SOM
19801-5,5,bcCIZP,st52,2590.0,None,d2,d2,1351,2590.0,0.08735503,0.021731665,S,4,WD,IM,LPM1,WD,LPM2,pNTB,LPM1,LPM1
19802-5,5,bcDFMH,st52,1731.0,None,d2,d2,1035,1731.0,0.16747727,0.15139653,S,0,EPID,IM,LPM1,WD,LPM2,SOM,LPM1,LPM1
19803-5,5,bcFCZX,st52,1376.0,None,d2,d2,1144,1376.0,-0.1603688,0.056175027,G2M,1,strNTB,LPM1,LPM1,strNTB,LPM1,aNTB1,LPM1,LPM1
19804-5,5,bcDYFP,st52,1155.0,None,d2,d2,1075,1155.0,0.20884514,0.25114596,G2M,1,aNTB1,LPM1,LPM1,pNTB,LPM1,SOM,LPM1,LPM1
19805-5,5,bcHFHQ,st52,1145.0,None,d2,d2,999,1145.0,-0.049166992,-0.19195735,G1,11,EPID,LPM1,LPM1,strNTB,LPM2,aPSM,strLPM,strLPM
19806-5,5,bcETNX,st52,841.0,None,d2,d2,1015,841.0,-0.14076392,-0.033094645,G1,1,IM,IM,IM,LPM1,LPM1,IM,strLPM,IM
19807-5,5,bcHFOA,st52,732.0,None,d2,d2,984,732.0,-0.009885538,-0.24910885,G1,4,pPSM,LPM1,LPM1,SOM,LPM2,pNTB,LPM1,LPM1
19808-5,5,bcGEKK,st52,634.0,None,d2,d2,961,634.0,-0.09192228,0.17867908,G2M,1,aNTB2,LPM1,LPM1,SOM,LPM2,aPSM,LPM1,aPSM
19809-5,5,bcEVMY,st52,675.0,None,d2,d2,993,675.0,-0.057989143,-0.05748517,G1,11,LPM2,LPM1,LPM1,pNTB,LPM2,SOM,LPM1,LPM1
19915-5,5,bcGAOB,st52,2491.0,None,d2,d2,1281,2491.0,-0.024190892,0.2891423,G2M,1,EPID,IM,LPM1,WD,LPM1,IM,LPM1,IM
19916-5,5,bcHWNY,st52,1360.0,None,d2,d2,1105,1360.0,-0.04773859,0.2660945,G2M,8,ALNT,IM,LPM1,pNTB,LPM2,ALNT,LPM2,LPM1
19917-5,5,bcASKU,st52,1385.0,None,d2,d2,1137,1385.0,-0.12622419,-0.19035286,G1,13,IM,LPM1,LPM1,strNTB,LPM1,SOM,LPM1,LPM1
19918-5,5,bcEYDE,st52,1107.0,None,d2,d2,1052,1107.0,-0.011124302,0.14438039,G2M,0,ENDO,LPM1,LPM1,pNTB,LPM2,SOM,LPM1,SOM
19919-5,5,bcHTKB,st52,948.0,None,d2,d2,1046,948.0,-0.08563466,-0.21638593,G1,1,strNTB,LPM1,LPM1,pNTB,LPM1,strNTB,LPM1,LPM1
19920-5,5,bcFXIS,st52,895.0,None,d2,d2,974,895.0,-0.34523943,0.02820073,G2M,8,ENDTH,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
19921-5,5,bcAGFI,st52,655.0,None,d2,d2,995,655.0,0.29004222,-0.065790966,S,16,LPM2,LPM1,LPM2,SOM,LPM2,NOTO,LPM2,LPM1
19922-5,5,bcDCUH,st52,758.0,None,d2,d2,994,758.0,0.18377222,0.29624078,G2M,1,BLD,LPM1,LPM1,pNTB,LPM1,aNTB1,LPM2,LPM1
20029-5,5,bcGQHN,st52,2371.0,None,d2,d2,1272,2371.0,0.33490598,-0.05994319,S,1,aNTB1,LPM1,LPM1,pNTB,LPM1,aNTB1,LPM1,LPM1
20030-5,5,bcHYRT,st52,1696.0,None,d2,d2,1015,1696.0,-0.078044906,-0.07535999,G1,1,pNTB,IM,pNTB,SOM,pNTB,aNTB1,LPM1,pNTB
20031-5,5,bcGEHM,st52,1254.0,None,d2,d2,1112,1254.0,0.09886503,-0.2666783,S,1,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
20032-5,5,bcDQER,st52,1037.0,None,d2,d2,1051,1037.0,0.17755876,-0.005304929,S,1,aNTB2,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
20033-5,5,bcCOVV,st52,855.0,None,d2,d2,1037,855.0,0.040161554,-0.035773046,S,5,WD,LPM1,LPM1,pNTB,LPM2,WD,LPM1,LPM1
20034-5,5,bcAWPT,st52,827.0,None,d2,d2,1025,827.0,-0.22059885,0.19253533,G2M,9,EPID,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
20035-5,5,bcENRB,st52,807.0,None,d2,d2,1003,807.0,-0.15188973,-0.10901053,G1,1,EPID,IM,LPM1,WD,LPM1,LPM1,LPM1,LPM1
20036-5,5,bcBSQN,st52,734.0,None,d2,d2,975,734.0,0.19177234,-0.19685167,S,1,NC,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
20143-5,5,bcBWLB,st52,2155.0,None,d2,d2,1196,2155.0,-0.15556102,0.105845734,G2M,1,IM,IM,IM,pNTB,LPM1,IM,LPM2,IM
20144-5,5,bcGPPI,st52,1672.0,None,d2,d2,962,1672.0,0.043925688,-0.19512276,S,4,WD,LPM1,LPM1,SOM,LPM1,pNTB,LPM1,LPM1
20145-5,5,bcCDIQ,st52,1451.0,None,d2,d2,956,1451.0,0.3294998,-0.012805168,S,4,aPSM,aPSM,SOM,pNTB,LPM1,aPSM,LPM1,aPSM
20146-5,5,bcEJIG,st52,1115.0,None,d2,d2,1010,1115.0,0.10860658,-0.04103411,S,1,NOTO,LPM1,LPM1,strNTB,LPM1,aPSM,LPM1,LPM1
20147-5,5,bcERGZ,st52,1053.0,None,d2,d2,975,1053.0,-0.07458734,0.11389442,G2M,4,LPM2,LPM1,LPM2,WD,LPM1,ALNT,LPM2,LPM2
20148-5,5,bcBJDT,st52,783.0,None,d2,d2,1035,783.0,0.007794801,0.03142046,G2M,2,aNTB1,aNTB1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
20149-5,5,bcEPIX,st52,807.0,None,d2,d2,997,807.0,-0.25510296,-0.216103,G1,0,pPSM,LPM1,LPM1,SOM,LPM2,SOM,LPM1,LPM1
20150-5,5,bcDBBL,st52,610.0,None,d2,d2,978,610.0,0.04279863,0.024276573,S,8,aPSM,LPM1,LPM1,SOM,LPM2,aPSM,LPM2,aPSM
20151-5,5,bcBQPS,st52,607.0,None,d2,d2,955,607.0,0.114288405,-0.030298816,S,15,NMP,LPM1,LPM1,SOM,LPM2,LPM1,LPM1,LPM1
20257-5,5,bcBPBE,st52,2887.0,None,d2,d2,1277,2887.0,0.105821624,-0.21916236,S,1,BLD,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
20258-5,5,bcBFTU,st52,1812.0,None,d2,d2,1044,1812.0,-0.0888031,-0.0670402,G1,4,NOTO,IM,LPM2,SOM,LPM2,NOTO,LPM2,NMP
20259-5,5,bcFTLA,st52,1504.0,None,d2,d2,913,1504.0,-0.17394328,-0.16293582,G1,4,BLD,LPM1,LPM1,WD,LPM1,SOM,LPM1,LPM1
20260-5,5,bcABXY,st52,1093.0,None,d2,d2,1060,1093.0,-0.0603123,0.18757927,G2M,8,LPM2,LPM1,LPM1,SOM,LPM1,SOM,LPM2,LPM1
20261-5,5,bcFLSZ,st52,998.0,None,d2,d2,1032,998.0,0.052386098,-0.16020817,S,1,strLPM,LPM1,LPM2,LPM2,LPM2,LPM2,LPM1,LPM1
20262-5,5,bcENLG,st52,777.0,None,d2,d2,986,777.0,0.09612543,-0.05092416,S,1,NOTO,IM,LPM1,SOM,LPM1,IM,LPM1,IM
20263-5,5,bcIJGC,st52,785.0,None,d2,d2,1022,785.0,-0.16898939,-0.06676837,G1,0,NOTO,LPM1,LPM1,WD,LPM1,LPM2,LPM1,strLPM
20264-5,5,bcDBYI,st52,719.0,None,d2,d2,933,719.0,-0.29077673,-0.1629612,G1,1,pNTB,pNTB,LPM1,WD,LPM1,LPM1,LPM1,LPM1
20265-5,5,bcHHLS,st52,681.0,None,d2,d2,1009,681.0,0.27386478,0.07508496,S,0,strLPM,IM,LPM1,SOM,LPM1,SOM,LPM1,LPM1
20267-5,5,bcDOTT,st52,639.0,None,d2,d2,943,639.0,0.014106102,0.043559685,G2M,4,LPM2,IM,LPM2,LPM2,LPM2,pNTB,LPM2,LPM1
20371-5,5,bcAUBB,st52,2327.0,None,d2,d2,1225,2327.0,0.022954263,0.194004,G2M,4,aPSM,LPM1,SOM,WD,LPM1,aPSM,LPM1,aPSM
20372-5,5,bcGPHM,st52,1706.0,None,d2,d2,1005,1706.0,-0.16120341,-0.07014271,G1,1,pPSM,LPM1,pPSM,WD,LPM2,pPSM,LPM2,NMP
20373-5,5,bcGQYO,st52,1300.0,None,d2,d2,1097,1300.0,0.07526125,0.0008252114,S,1,NC,IM,LPM1,pNTB,LPM1,NC,NC,aNTB1
20374-5,5,bcENWO,st52,1231.0,None,d2,d2,1062,1231.0,-0.08548142,-0.106964424,G1,9,aPSM,LPM1,LPM1,strNTB,LPM1,aPSM,LPM1,LPM1
20375-5,5,bcFUKU,st52,785.0,None,d2,d2,1014,785.0,0.061028797,-0.23490421,S,3,aNTB2,LPM1,LPM1,SOM,LPM1,SOM,LPM1,LPM1
20376-5,5,bcCAXK,st52,936.0,None,d2,d2,1051,936.0,0.0323275,-0.067644715,S,8,pPSM,pPSM,LPM1,SOM,pPSM,SOM,LPM1,pPSM
20377-5,5,bcBBIX,st52,853.0,None,d2,d2,961,853.0,-0.04355447,-0.1683227,G1,4,ENDTH,LPM1,LPM1,SOM,pPSM,pPSM,pPSM,aPSM
20378-5,5,bcGVKT,st52,706.0,None,d2,d2,951,706.0,-0.086669706,-0.38166457,G1,8,pNTB,pNTB,pNTB,SOM,pNTB,pNTB,LPM2,pNTB
20379-5,5,bcAPUR,st52,632.0,None,d2,d2,980,632.0,0.29378283,-0.16149808,S,3,ENDTH,LPM1,LPM1,SOM,LPM1,LPM1,IM,LPM1
20485-5,5,bcEKLB,st52,2495.0,None,d2,d2,1255,2495.0,-0.053069532,0.16055451,G2M,1,aNTB1,pNTB,LPM1,strNTB,LPM1,aNTB1,LPM1,aNTB1
20486-5,5,bcCOZM,st52,1641.0,None,d2,d2,963,1641.0,-0.27040732,0.1510961,G2M,0,SOM,LPM1,LPM1,SOM,SOM,SOM,LPM1,LPM1
20487-5,5,bcCGLL,st52,1192.0,None,d2,d2,1102,1192.0,0.14468488,0.15273759,G2M,4,aPSM,aPSM,LPM1,pNTB,aNTB1,pNTB,LPM1,aPSM
20488-5,5,bcAFTY,st52,1023.0,None,d2,d2,1032,1023.0,-0.037390415,-0.07735451,G1,2,aPSM,aPSM,aPSM,SOM,aPSM,aPSM,aPSM,aPSM
20489-5,5,bcHJUL,st52,883.0,None,d2,d2,1022,883.0,-0.121400535,0.31478608,G2M,3,ALNT,LPM1,LPM1,SOM,LPM1,ALNT,LPM1,LPM1
20490-5,5,bcHSHA,st52,861.0,None,d2,d2,949,861.0,-0.043643534,0.09761763,G2M,11,IM,IM,LPM1,SOM,IM,aPSM,LPM1,LPM1
20491-5,5,bcDKNX,st52,744.0,None,d2,d2,1022,744.0,0.30401716,0.4405732,G2M,0,pPSM,IM,IM,pNTB,IM,IM,IM,IM
20599-5,5,bcBWDG,st52,2377.0,None,d2,d2,1274,2377.0,0.077608444,0.111969635,G2M,4,ALNT,LPM1,LPM1,SOM,LPM2,ALNT,LPM2,LPM1
20600-5,5,bcFAFQ,st52,1711.0,None,d2,d2,983,1711.0,-0.09715663,-0.16216125,G1,9,NOTO,IM,LPM1,SOM,LPM1,strLPM,LPM1,LPM1
20601-5,5,bcEKSX,st52,1323.0,None,d2,d2,1042,1323.0,0.021901876,-0.13495523,S,15,aNTB1,aPSM,SOM,SOM,aNTB1,aPSM,LPM1,aPSM
20602-5,5,bcAGBM,st52,1306.0,None,d2,d2,1021,1306.0,-0.021167582,-0.005964659,G1,4,aPSM,aPSM,aPSM,strNTB,BLD,aPSM,LPM1,aPSM
20603-5,5,bcFMPO,st52,1057.0,None,d2,d2,975,1057.0,0.1924161,0.19698042,G2M,8,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
20604-5,5,bcDSJT,st52,863.0,None,d2,d2,1009,863.0,-0.24913663,-0.3715071,G1,0,IM,IM,IM,SOM,LPM1,IM,IM,IM
20605-5,5,bcECHO,st52,885.0,None,d2,d2,964,885.0,-0.12347489,-0.047778934,G1,11,SPP,aPSM,IM,SOM,IM,SPP,IM,pNTB
20606-5,5,bcAMBG,st52,722.0,None,d2,d2,946,722.0,-0.07629223,0.062691554,G2M,4,LPM2,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
20608-5,5,bcBFWV,st52,747.0,None,d2,d2,941,747.0,-0.0571189,0.2678763,G2M,4,aPSM,LPM1,LPM1,SOM,SOM,SOM,LPM1,LPM1
20713-5,5,bcCFEM,st52,2223.0,None,d2,d2,1203,2223.0,0.37547016,-0.20034182,S,4,SOM,IM,LPM1,SOM,LPM1,SOM,LPM1,LPM1
20714-5,5,bcFXXK,st52,1784.0,None,d2,d2,1038,1784.0,0.040458415,-0.085568875,S,2,NOTO,LPM1,LPM1,SOM,LPM2,NOTO,LPM1,LPM1
20715-5,5,bcDZGF,st52,1378.0,None,d2,d2,1130,1378.0,-0.08507295,-0.12936524,G1,1,ENDTH,LPM1,LPM1,SOM,SOM,SOM,LPM1,LPM1
20716-5,5,bcAEPH,st52,1111.0,None,d2,d2,1049,1111.0,-0.01228825,0.40693793,G2M,1,ALNT,IM,LPM1,pNTB,pNTB,pNTB,LPM1,LPM1
20717-5,5,bcFWRY,st52,980.0,None,d2,d2,1023,980.0,0.048704922,0.05880627,G2M,0,SPP,LPM1,LPM1,pNTB,pNTB,LPM1,LPM1,LPM1
20718-5,5,bcEIVE,st52,966.0,None,d2,d2,978,966.0,-0.078304306,-0.32052222,G1,4,aNTB1,IM,IM,SOM,LPM2,pNTB,LPM2,LPM1
20719-5,5,bcGERP,st52,679.0,None,d2,d2,995,679.0,0.063769735,-0.15658629,S,1,strNTB,IM,LPM1,SOM,LPM1,pNTB,LPM1,LPM1
20720-5,5,bcDODP,st52,683.0,None,d2,d2,1006,683.0,-0.10687557,-0.17051853,G1,9,ALNT,LPM1,LPM1,SOM,LPM1,NOTO,strLPM,strLPM
20721-5,5,bcGTKH,st52,741.0,None,d2,d2,911,741.0,-0.29630643,-0.09204003,G1,9,aPSM,LPM1,LPM1,pNTB,LPM2,pNTB,LPM2,aPSM
20722-5,5,bcFZKC,st52,757.0,None,d2,d2,926,757.0,-0.23085964,-0.09133431,G1,4,pPSM,aPSM,aPSM,aPSM,pPSM,LPM1,pPSM,pPSM
20827-5,5,bcFPES,st52,2380.0,None,d2,d2,1236,2380.0,-0.039123766,0.13289407,G2M,3,ALNT,LPM1,LPM1,SOM,LPM1,ALNT,LPM1,LPM1
20828-5,5,bcHJIA,st52,1601.0,None,d2,d2,953,1601.0,0.23257716,0.20334473,S,8,BLD,LPM1,LPM1,WD,LPM1,strNTB,strLPM,strLPM
20829-5,5,bcCRQJ,st52,1243.0,None,d2,d2,1088,1243.0,-0.08171661,-0.1565749,G1,1,EPID,LPM1,LPM1,WD,BLD,EPID,LPM2,aPSM
20830-5,5,bcDASZ,st52,1167.0,None,d2,d2,1047,1167.0,-0.18997224,-0.11548902,G1,9,SPP,LPM1,LPM1,WD,aNTB1,SPP,strLPM,strLPM
20831-5,5,bcDWZK,st52,1055.0,None,d2,d2,1017,1055.0,-0.11396721,-0.31648546,G1,1,NOTO,IM,IM,pNTB,IM,IM,IM,IM
20832-5,5,bcDOCG,st52,703.0,None,d2,d2,1010,703.0,0.61165935,-0.14743969,S,1,NMP,LPM1,LPM1,WD,LPM2,SOM,LPM1,NMP
20833-5,5,bcHRER,st52,817.0,None,d2,d2,976,817.0,-0.08735973,0.13187827,G2M,11,NOTO,LPM1,LPM1,LPM1,LPM1,SOM,IM,LPM1
20834-5,5,bcHQDW,st52,637.0,None,d2,d2,947,637.0,0.37089244,0.15226226,S,9,aPSM,IM,LPM1,SOM,LPM1,SOM,LPM1,LPM1
20835-5,5,bcBRPM,st52,618.0,None,d2,d2,962,618.0,0.039226394,0.11469363,G2M,1,SOM,LPM1,LPM1,SOM,LPM2,SOM,LPM1,LPM1
20836-5,5,bcEWLN,st52,642.0,None,d2,d2,950,642.0,-0.19154364,-0.19817847,G1,5,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
20941-5,5,bcCWFG,st52,2269.0,None,d2,d2,1230,2269.0,0.0822199,0.23539202,G2M,9,WD,pNTB,LPM2,pNTB,LPM2,pPSM,LPM1,pNTB
20942-5,5,bcGTSP,st52,1703.0,None,d2,d2,1090,1703.0,0.28509915,-0.022634843,S,1,NOTO,LPM1,LPM1,strNTB,LPM1,NOTO,LPM1,NMP
20943-5,5,bcHPWG,st52,1480.0,None,d2,d2,908,1480.0,-0.061123803,-0.016274605,G1,4,SOM,SOM,SOM,SOM,SOM,SOM,LPM1,SOM
20944-5,5,bcBYDQ,st52,1150.0,None,d2,d2,1064,1150.0,0.209967,0.16004537,S,1,SOM,LPM1,LPM1,SOM,LPM1,SOM,LPM1,LPM1
20945-5,5,bcEDYM,st52,1005.0,None,d2,d2,1020,1005.0,-0.1468561,-0.021254208,G1,11,strLPM,LPM2,LPM2,pNTB,LPM2,LPM2,LPM2,LPM2
20946-5,5,bcICPO,st52,918.0,None,d2,d2,964,918.0,0.13064042,-0.34258112,S,0,NC,LPM1,LPM1,WD,LPM1,NC,LPM1,LPM1
20947-5,5,bcCPBM,st52,727.0,None,d2,d2,1002,727.0,-0.040665623,-0.12395782,G1,3,WD,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
20948-5,5,bcHFZE,st52,695.0,None,d2,d2,1021,695.0,0.17831314,-0.22512649,S,0,LPM2,LPM1,LPM2,SOM,LPM2,ALNT,LPM2,LPM2
21055-5,5,bcCAIA,st52,1946.0,None,d2,d2,1197,1946.0,0.044063188,0.024025448,S,1,pPSM,aNTB1,LPM1,SOM,SOM,pPSM,LPM1,pPSM
