index,batch,cell_names,library_id,n_counts,unique_cell_id,time_id,sample_id,n_genes,n_counts_pre_norm,S_score,G2M_score,phase,leiden,pr_NearestNeighbors,pr_SVM-Linear,pr_SVM-RBF,pr_DecisionTree,pr_RandomForest,pr_NeuralNet,pr_NaiveBayes,pr_LDA
369-0,0,bcFGVI,35s1,3040.0,None,d4,d4,1364,3040.0,0.10023077,0.14752175,G2M,2,aNTB2,aPSM,LPM1,SOM,SOM,aNTB2,IM,aPSM
370-0,0,bcHCKS,35s1,2018.0,None,d4,d4,1018,2018.0,-0.0868469,-0.07175313,G1,13,pNTB,pNTB,pNTB,LPM1,LPM1,pNTB,LPM1,LPM1
371-0,0,bcBCGT,35s1,1664.0,None,d4,d4,904,1664.0,-0.04327938,-0.42202508,G1,3,aPSM,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
372-0,0,bcHNUB,35s1,1417.0,None,d4,d4,860,1417.0,0.18470553,0.08680056,S,5,pNTB,pNTB,pNTB,WD,LPM2,pNTB,LPM1,pNTB
373-0,0,bcHABX,35s1,1138.0,None,d4,d4,768,1138.0,0.026329149,-0.18974893,S,0,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
374-0,0,bcGMXL,35s1,1060.0,None,d4,d4,664,1060.0,-0.343779,-0.35239705,G1,10,LPM2,LPM2,LPM2,LPM2,LPM2,NMP,LPM2,NMP
375-0,0,bcGZXR,35s1,851.0,None,d4,d4,671,851.0,0.5571187,0.009229228,S,5,pNTB,pNTB,pNTB,strNTB,pNTB,pNTB,pNTB,pNTB
376-0,0,bcAWAK,35s1,827.0,None,d4,d4,660,827.0,-0.2604666,-0.215681,G1,10,EPID,IM,IM,IM,NOTO,NOTO,IM,NMP
377-0,0,bcBFAB,35s1,784.0,None,d4,d4,640,784.0,-0.17842224,0.17477779,G2M,5,strLPM,LPM1,LPM1,LPM2,LPM2,aNTB1,LPM1,LPM1
391-0,0,bcFVRX,35s1,7200.0,None,d4,d4,2297,7200.0,-0.239137,0.44996765,G2M,2,BLD,LPM1,LPM1,SOM,aNTB1,LPM1,LPM1,LPM1
392-0,0,bcHXOG,35s1,2604.0,None,d4,d4,1199,2604.0,0.09400472,-0.25733975,S,7,EPID,IM,IM,strNTB,IM,NMP,IM,NMP
393-0,0,bcEWUB,35s1,2216.0,None,d4,d4,1072,2216.0,-0.087515324,-0.019550825,G1,0,SOM,LPM1,LPM1,LPM2,SOM,SOM,LPM1,LPM1
394-0,0,bcBHLM,35s1,1763.0,None,d4,d4,973,1763.0,0.31948146,-0.13302864,S,6,IM,IM,IM,SOM,LPM2,LPM2,IM,IM
395-0,0,bcHHIX,35s1,1457.0,None,d4,d4,859,1457.0,-0.21982588,0.36144263,G2M,6,EPID,aPSM,aPSM,WD,BLD,EPID,LPM1,aPSM
396-0,0,bcCAZC,35s1,1350.0,None,d4,d4,795,1350.0,0.050121438,-0.13414264,S,6,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
397-0,0,bcIAAE,35s1,1045.0,None,d4,d4,723,1045.0,0.04627169,-0.22385944,S,6,SOM,SOM,SOM,pNTB,SOM,SOM,LPM1,SOM
398-0,0,bcDQNS,35s1,1055.0,None,d4,d4,745,1055.0,0.38435343,-0.11351392,S,0,IM,IM,IM,pNTB,IM,IM,IM,IM
399-0,0,bcHING,35s1,845.0,None,d4,d4,694,845.0,0.29415035,0.20332141,S,13,SOM,LPM1,LPM1,SOM,LPM1,SOM,LPM1,LPM1
414-0,0,bcDKHC,35s1,7756.0,None,d4,d4,2394,7756.0,0.15021043,-0.3285446,S,5,aNTB1,LPM1,LPM1,SOM,LPM1,aNTB1,LPM1,aNTB1
415-0,0,bcGGXS,35s1,2432.0,None,d4,d4,1196,2432.0,-0.19893393,-0.14665927,G1,6,SOM,SOM,SOM,aPSM,SOM,SOM,SOM,SOM
416-0,0,bcATRR,35s1,1983.0,None,d4,d4,1068,1983.0,0.19632882,0.09968202,S,1,aNTB1,aNTB1,aNTB1,strNTB,aNTB1,aNTB1,LPM1,aNTB1
417-0,0,bcAXTH,35s1,1502.0,None,d4,d4,947,1502.0,0.09645543,-0.2793962,S,6,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
418-0,0,bcHJGO,35s1,1463.0,None,d4,d4,919,1463.0,0.29732913,-0.18312703,S,6,SOM,LPM1,LPM1,SOM,SOM,aNTB1,LPM1,SOM
419-0,0,bcDGRN,35s1,1442.0,None,d4,d4,829,1442.0,0.5051225,-0.30806905,S,2,aNTB1,LPM1,LPM1,pNTB,LPM1,aNTB1,LPM1,LPM1
420-0,0,bcDRIN,35s1,1012.0,None,d4,d4,810,1012.0,0.17175797,0.6737076,G2M,5,pNTB,LPM1,LPM1,SOM,LPM2,aNTB1,LPM1,pNTB
421-0,0,bcICTP,35s1,981.0,None,d4,d4,733,981.0,0.15866359,-0.061603893,S,2,NMP,LPM1,LPM1,LPM2,LPM1,pNTB,LPM2,LPM1
422-0,0,bcHNNI,35s1,902.0,None,d4,d4,650,902.0,0.13213007,-0.04994399,S,5,aNTB1,aNTB1,aNTB1,WD,aNTB1,aNTB2,aNTB1,aNTB1
423-0,0,bcCAQN,35s1,745.0,None,d4,d4,648,745.0,-0.022422194,-0.18822967,G1,0,NOTO,LPM1,LPM2,LPM2,LPM1,NOTO,LPM2,LPM2
437-0,0,bcGXVH,35s1,6502.0,None,d4,d4,2193,6502.0,-0.028393138,0.071978465,G2M,5,aNTB1,IM,LPM1,SOM,SOM,aNTB1,LPM1,LPM1
438-0,0,bcHWJK,35s1,2446.0,None,d4,d4,1189,2446.0,0.59670097,-0.11117186,S,3,aPSM,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
439-0,0,bcCNXU,35s1,4017.0,None,d4,d4,651,4017.0,-0.20180771,-0.16818418,G1,14,BLD,LPM1,LPM1,LPM1,LPM1,SOM,LPM1,LPM1
440-0,0,bcATTA,35s1,1442.0,None,d4,d4,869,1442.0,0.12424103,-0.0385212,S,3,pPSM,aPSM,aPSM,SOM,aPSM,pPSM,aPSM,pPSM
441-0,0,bcGDOM,35s1,1380.0,None,d4,d4,852,1380.0,-0.11316398,-0.04545693,G1,4,NOTO,IM,LPM1,SOM,BLD,LPM2,LPM1,NMP
442-0,0,bcEGFP,35s1,1421.0,None,d4,d4,858,1421.0,0.23392951,0.31448647,G2M,5,aNTB1,LPM1,LPM1,SOM,LPM1,aNTB1,LPM1,LPM1
443-0,0,bcAQUK,35s1,898.0,None,d4,d4,702,898.0,-0.2732688,0.25650096,G2M,2,WD,aPSM,aPSM,SOM,SOM,aPSM,aPSM,aPSM
444-0,0,bcDIQY,35s1,886.0,None,d4,d4,690,886.0,-0.32459125,-0.051904324,G1,7,EPID,aPSM,aPSM,WD,BLD,pPSM,LPM2,aPSM
445-0,0,bcHLFV,35s1,826.0,None,d4,d4,681,826.0,0.03585319,-0.19136949,S,1,LPM2,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
460-0,0,bcFJSD,35s1,7111.0,None,d4,d4,2197,7111.0,-0.14142491,-0.2635001,G1,10,NOTO,IM,LPM1,pNTB,LPM1,NOTO,LPM1,NMP
461-0,0,bcCFIB,35s1,3120.0,None,d4,d4,1322,3120.0,-0.033813547,0.057828255,G2M,2,aNTB1,IM,IM,SOM,LPM2,aNTB1,LPM2,strLPM
462-0,0,bcDKHX,35s1,2112.0,None,d4,d4,1021,2112.0,0.13871717,-0.027271967,S,0,aPSM,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
463-0,0,bcEQEY,35s1,1377.0,None,d4,d4,873,1377.0,-0.005962828,-0.10029438,G1,2,ALNT,LPM1,LPM1,pNTB,LPM1,aPSM,LPM1,LPM1
464-0,0,bcGSZU,35s1,1548.0,None,d4,d4,907,1548.0,0.1699489,-0.25017005,S,0,aPSM,LPM1,LPM1,SOM,LPM1,aPSM,LPM1,aPSM
465-0,0,bcFKKI,35s1,1369.0,None,d4,d4,861,1369.0,-0.13545871,-0.061962612,G1,1,IM,IM,IM,SOM,IM,IM,IM,IM
466-0,0,bcADPM,35s1,1103.0,None,d4,d4,750,1103.0,0.39629745,-0.062608875,S,2,pNTB,pNTB,pNTB,pNTB,LPM1,pPSM,LPM1,NMP
467-0,0,bcCPQA,35s1,961.0,None,d4,d4,736,961.0,0.28777665,-0.2488234,S,0,aNTB2,aNTB2,IM,WD,LPM2,aNTB2,IM,NMP
468-0,0,bcEOQU,35s1,953.0,None,d4,d4,690,953.0,-0.42627025,0.025381038,G2M,0,LPM2,LPM1,LPM2,LPM2,LPM2,LPM2,LPM1,LPM1
469-0,0,bcGGKQ,35s1,705.0,None,d4,d4,657,705.0,-0.16605827,-0.11246914,G1,5,LPM1,LPM1,LPM1,pNTB,LPM1,LPM2,LPM1,LPM1
483-0,0,bcHCHX,35s1,6202.0,None,d4,d4,2231,6202.0,-0.26098073,0.29684445,G2M,7,EPID,LPM1,LPM1,pNTB,LPM1,EPID,LPM1,LPM1
484-0,0,bcDJDL,35s1,3051.0,None,d4,d4,1327,3051.0,0.09969109,-0.2155587,S,0,pNTB,aNTB1,pNTB,strNTB,aNTB1,aNTB1,LPM1,pNTB
485-0,0,bcBDKI,35s1,2326.0,None,d4,d4,1186,2326.0,0.30313843,-0.29455143,S,7,NC,IM,LPM1,SOM,LPM1,IM,strLPM,strLPM
486-0,0,bcCAVU,35s1,1993.0,None,d4,d4,949,1993.0,0.06462197,0.4317925,G2M,5,aNTB1,aNTB1,aNTB1,SOM,aNTB1,aNTB1,LPM1,aNTB1
487-0,0,bcERIQ,35s1,1505.0,None,d4,d4,893,1505.0,0.4366605,-0.059417285,S,0,pNTB,pNTB,pNTB,SOM,pNTB,pNTB,LPM2,pNTB
488-0,0,bcHFKR,35s1,1284.0,None,d4,d4,812,1284.0,-0.031295244,-0.11785681,G1,0,LPM2,LPM2,LPM2,LPM2,LPM1,LPM2,LPM2,LPM1
489-0,0,bcAVVJ,35s1,1155.0,None,d4,d4,798,1155.0,0.3429847,0.08495949,S,5,ALNT,pNTB,pNTB,SOM,LPM2,pNTB,LPM1,pNTB
490-0,0,bcCYGR,35s1,952.0,None,d4,d4,695,952.0,-0.15455079,0.06969117,G2M,3,SOM,LPM1,SOM,SOM,SOM,SOM,LPM1,SOM
491-0,0,bcGCXG,35s1,831.0,None,d4,d4,653,831.0,0.1929062,-0.094602376,S,6,ENDO,LPM1,LPM1,WD,LPM2,aPSM,LPM1,aPSM
506-0,0,bcEPUR,35s1,8054.0,None,d4,d4,2354,8054.0,0.25544026,-0.22997484,S,0,LPM1,LPM1,LPM1,LPM2,LPM1,SOM,LPM1,LPM1
507-0,0,bcAKDJ,35s1,3101.0,None,d4,d4,1378,3101.0,-0.0045114635,0.14091921,G2M,1,aNTB1,LPM1,LPM1,WD,LPM2,SPP,LPM2,strLPM
508-0,0,bcHZER,35s1,2110.0,None,d4,d4,1005,2110.0,0.27757055,-0.1397935,S,5,IM,LPM1,LPM1,SOM,LPM1,IM,LPM1,LPM1
509-0,0,bcHGAZ,35s1,1715.0,None,d4,d4,937,1715.0,0.34386852,-0.13410388,S,13,pPSM,LPM1,LPM1,SOM,SOM,NMP,LPM1,NMP
510-0,0,bcACHP,35s1,1602.0,None,d4,d4,908,1602.0,0.0054270057,0.10355955,G2M,0,LPM2,LPM1,LPM2,LPM2,LPM1,SOM,LPM1,LPM1
511-0,0,bcCZDD,35s1,1191.0,None,d4,d4,819,1191.0,0.20279592,-0.020286016,S,7,EPID,IM,IM,LPM2,LPM1,EPID,IM,strLPM
512-0,0,bcESRO,35s1,1046.0,None,d4,d4,728,1046.0,0.14967927,-0.030013599,S,0,aNTB2,LPM1,LPM1,SOM,LPM1,aNTB2,IM,strLPM
513-0,0,bcCWBY,35s1,876.0,None,d4,d4,686,876.0,0.033112697,-0.07524344,S,0,pPSM,LPM1,aPSM,LPM2,pPSM,pPSM,LPM2,aPSM
514-0,0,bcFSJZ,35s1,825.0,None,d4,d4,709,825.0,-0.1727288,0.40480542,G2M,12,SOM,IM,SOM,SOM,SOM,SOM,strLPM,SOM
529-0,0,bcCAWW,35s1,7294.0,None,d4,d4,2374,7294.0,-0.06128335,-0.06662843,G1,0,LPM2,IM,LPM2,SOM,LPM2,LPM2,LPM2,LPM2
530-0,0,bcBHJD,35s1,2832.0,None,d4,d4,1259,2832.0,-0.22058973,-0.05129506,G1,2,pPSM,pPSM,LPM1,WD,pPSM,pPSM,LPM1,pPSM
531-0,0,bcDDTR,35s1,1822.0,None,d4,d4,951,1822.0,0.016731111,-0.2709383,S,2,aPSM,aPSM,LPM1,SOM,SOM,aPSM,LPM1,aPSM
532-0,0,bcIABY,35s1,1678.0,None,d4,d4,949,1678.0,-0.09769999,0.21483594,G2M,3,LPM2,LPM1,IM,LPM2,LPM2,LPM1,LPM2,LPM1
533-0,0,bcAGCJ,35s1,1381.0,None,d4,d4,843,1381.0,0.23331363,-0.11640462,S,2,BLD,LPM1,LPM1,SOM,LPM2,BLD,LPM1,LPM1
534-0,0,bcEMSU,35s1,1209.0,None,d4,d4,765,1209.0,0.54877883,0.01160721,S,3,NMP,LPM1,LPM1,strNTB,LPM1,aPSM,LPM1,LPM1
535-0,0,bcFYSA,35s1,997.0,None,d4,d4,739,997.0,0.15549023,-0.2880034,S,5,ENDTH,aNTB1,pNTB,SOM,pNTB,NOTO,LPM2,NMP
536-0,0,bcACOM,35s1,970.0,None,d4,d4,753,970.0,-0.14254901,-0.081418425,G1,10,LPM1,LPM2,LPM1,LPM1,LPM1,LPM2,LPM1,LPM1
537-0,0,bcDKLG,35s1,911.0,None,d4,d4,722,911.0,0.2916115,-0.14242461,S,0,aPSM,LPM1,aPSM,SOM,aPSM,aPSM,LPM1,aPSM
538-0,0,bcEOAP,35s1,709.0,None,d4,d4,661,709.0,0.003442239,-0.062010493,S,12,IM,IM,LPM1,SOM,LPM1,IM,LPM1,LPM1
552-0,0,bcCJSZ,35s1,7379.0,None,d4,d4,2311,7379.0,0.015233148,-0.10797514,S,6,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
553-0,0,bcFAFL,35s1,2777.0,None,d4,d4,1259,2777.0,-0.08473543,0.24752462,G2M,6,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
554-0,0,bcFTHJ,35s1,1887.0,None,d4,d4,969,1887.0,0.1210687,-0.32064393,S,2,pPSM,aPSM,LPM1,WD,BLD,pPSM,LPM1,aPSM
555-0,0,bcGAPQ,35s1,1555.0,None,d4,d4,873,1555.0,-0.14960861,0.23312558,G2M,5,aPSM,LPM1,LPM1,SOM,LPM2,aPSM,LPM1,LPM1
556-0,0,bcGYAN,35s1,1281.0,None,d4,d4,785,1281.0,-0.20505472,0.038686246,G2M,2,SPP,IM,LPM1,IM,LPM1,SPP,LPM1,LPM1
557-0,0,bcEAOL,35s1,1244.0,None,d4,d4,821,1244.0,-0.07917206,0.7431684,G2M,2,IM,IM,LPM1,strNTB,LPM1,IM,LPM1,LPM1
558-0,0,bcHFVJ,35s1,1237.0,None,d4,d4,759,1237.0,-0.2720013,0.099937014,G2M,1,LPM2,LPM1,LPM2,WD,LPM2,pNTB,LPM2,LPM1
559-0,0,bcHRLA,35s1,1033.0,None,d4,d4,780,1033.0,-0.2179219,0.19827333,G2M,5,NC,LPM1,LPM1,strNTB,LPM1,aNTB1,LPM1,NMP
560-0,0,bcAATC,35s1,887.0,None,d4,d4,726,887.0,-0.00862287,-0.021129485,G1,0,IM,IM,IM,WD,IM,IM,IM,IM
575-0,0,bcGBQO,35s1,10599.0,None,d4,d4,1411,10599.0,-0.11645803,-0.3298567,G1,14,BLD,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
576-0,0,bcGBGC,35s1,2549.0,None,d4,d4,1184,2549.0,0.32974342,-0.095773764,S,3,pPSM,LPM1,LPM1,SOM,pPSM,pPSM,LPM1,pPSM
577-0,0,bcBSSE,35s1,2049.0,None,d4,d4,1008,2049.0,-0.26053298,0.32794216,G2M,0,EPID,pNTB,LPM1,WD,LPM1,pNTB,LPM1,LPM1
578-0,0,bcDSQC,35s1,1760.0,None,d4,d4,970,1760.0,-0.1201524,-0.15354185,G1,6,SOM,LPM1,SOM,SOM,LPM1,aNTB2,LPM1,SOM
579-0,0,bcGQHU,35s1,1562.0,None,d4,d4,867,1562.0,-0.09418687,0.13196532,G2M,0,SPP,LPM1,LPM1,SOM,SOM,SPP,LPM1,LPM1
580-0,0,bcHBXH,35s1,1342.0,None,d4,d4,848,1342.0,-0.02809722,0.36188218,G2M,0,ENDTH,IM,IM,LPM2,LPM1,SOM,LPM2,LPM1
581-0,0,bcGTDO,35s1,1323.0,None,d4,d4,848,1323.0,0.123719595,-0.33649918,S,0,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
582-0,0,bcGXRZ,35s1,809.0,None,d4,d4,728,809.0,0.12160021,-0.18145865,S,0,pNTB,pNTB,pNTB,SOM,pNTB,pNTB,strLPM,pNTB
583-0,0,bcDAXA,35s1,778.0,None,d4,d4,691,778.0,-0.16514565,-0.2525414,G1,2,aPSM,LPM1,LPM1,SOM,aNTB1,aPSM,LPM1,aPSM
584-0,0,bcHQEG,35s1,756.0,None,d4,d4,633,756.0,0.19842806,0.107582405,S,10,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
598-0,0,bcGSIP,35s1,6858.0,None,d4,d4,2273,6858.0,0.36732107,-0.20147163,S,3,pNTB,pNTB,pNTB,SOM,pNTB,pNTB,LPM1,NMP
599-0,0,bcGLMM,35s1,2422.0,None,d4,d4,1164,2422.0,0.21812396,-0.38892126,S,2,EPID,LPM1,LPM1,WD,LPM1,EPID,LPM1,LPM1
600-0,0,bcEIZR,35s1,1904.0,None,d4,d4,999,1904.0,0.14049907,-0.16515815,S,5,aNTB1,LPM1,LPM1,WD,LPM2,aNTB1,LPM1,aNTB1
601-0,0,bcHKIF,35s1,1677.0,None,d4,d4,882,1677.0,-0.2656995,-0.014757097,G1,7,EPID,pNTB,pNTB,LPM1,pNTB,EPID,LPM1,NMP
602-0,0,bcARMB,35s1,1529.0,None,d4,d4,889,1529.0,0.13605006,-0.11195856,S,8,IM,IM,IM,SOM,IM,IM,IM,IM
603-0,0,bcCCPO,35s1,1265.0,None,d4,d4,789,1265.0,-0.10679806,-0.38241526,G1,0,EPID,LPM1,LPM1,WD,LPM1,strLPM,strLPM,LPM1
604-0,0,bcBMTH,35s1,1015.0,None,d4,d4,761,1015.0,-0.27739406,0.0166882,G2M,11,NOTO,aNTB1,IM,LPM2,LPM1,NOTO,NOTO,NMP
605-0,0,bcBQZZ,35s1,812.0,None,d4,d4,677,812.0,-0.309876,0.3480351,G2M,0,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
606-0,0,bcHAWL,35s1,813.0,None,d4,d4,651,813.0,-0.05011236,-0.13164318,G1,5,strNTB,LPM1,LPM1,pNTB,LPM1,aNTB1,LPM1,LPM1
621-0,0,bcFBGY,35s1,7141.0,None,d4,d4,2209,7141.0,-0.07358226,0.30918962,G2M,0,LPM2,LPM1,LPM2,LPM2,LPM2,SOM,LPM1,LPM1
622-0,0,bcAEPQ,35s1,2796.0,None,d4,d4,1297,2796.0,-0.015123768,-0.067740224,G1,2,IM,IM,IM,WD,IM,IM,IM,IM
623-0,0,bcHVGY,35s1,1806.0,None,d4,d4,930,1806.0,0.35572153,-0.123410836,S,2,LPM2,LPM2,LPM2,LPM2,LPM2,ALNT,LPM2,LPM2
624-0,0,bcAXFW,35s1,1595.0,None,d4,d4,900,1595.0,-0.09123939,0.18368104,G2M,11,NOTO,SOM,SOM,NMP,LPM1,ALNT,IM,SOM
625-0,0,bcGYGN,35s1,1307.0,None,d4,d4,848,1307.0,0.23362638,0.13579428,S,6,SOM,SOM,SOM,SOM,SOM,aPSM,SOM,aPSM
626-0,0,bcFLRG,35s1,1432.0,None,d4,d4,857,1432.0,-0.120822236,0.015909966,G2M,0,pPSM,LPM1,LPM1,pNTB,LPM2,pNTB,LPM2,LPM1
627-0,0,bcGTBO,35s1,1066.0,None,d4,d4,784,1066.0,0.09114046,0.2436825,G2M,0,ALNT,LPM2,LPM2,SOM,LPM2,ALNT,LPM2,LPM2
628-0,0,bcCXIH,35s1,905.0,None,d4,d4,690,905.0,-0.22088568,0.19339198,G2M,5,aNTB1,LPM1,LPM1,strNTB,LPM1,aNTB1,LPM1,LPM1
629-0,0,bcAASG,35s1,740.0,None,d4,d4,652,740.0,-0.13455492,-0.33624822,G1,7,ALNT,LPM2,LPM2,LPM1,LPM2,LPM2,LPM2,LPM2
644-0,0,bcGBTD,35s1,6743.0,None,d4,d4,2162,6743.0,0.13612296,-0.17723083,S,0,LPM2,LPM2,LPM2,WD,LPM2,LPM2,LPM2,LPM2
645-0,0,bcEXSU,35s1,2874.0,None,d4,d4,1270,2874.0,-0.004986346,-0.0278893,G1,2,pPSM,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
646-0,0,bcCLIX,35s1,1990.0,None,d4,d4,1008,1990.0,0.36668476,-0.1987254,S,0,pPSM,LPM2,LPM2,SOM,SOM,SOM,LPM2,SOM
647-0,0,bcEBDQ,35s1,1710.0,None,d4,d4,945,1710.0,-0.20657355,-0.1477018,G1,5,pNTB,pNTB,pNTB,SOM,LPM2,pNTB,LPM1,pNTB
648-0,0,bcHUQP,35s1,1370.0,None,d4,d4,799,1370.0,0.38773185,-0.28434864,S,2,ENDO,LPM1,IM,WD,LPM1,pNTB,IM,LPM1
649-0,0,bcIHFU,35s1,1251.0,None,d4,d4,821,1251.0,0.053229224,-0.1266059,S,5,BLD,LPM1,LPM1,SOM,LPM1,pNTB,LPM1,LPM1
650-0,0,bcIDUS,35s1,1056.0,None,d4,d4,725,1056.0,0.08943076,-0.14325342,S,10,WD,IM,LPM2,IM,IM,SPP,IM,LPM2
651-0,0,bcAWLH,35s1,936.0,None,d4,d4,777,936.0,0.014762305,0.26359043,G2M,0,aNTB1,LPM1,LPM1,pNTB,LPM1,aNTB1,LPM1,LPM1
652-0,0,bcALDN,35s1,772.0,None,d4,d4,655,772.0,-0.02112542,-0.098726705,G1,3,pNTB,pNTB,pNTB,WD,pNTB,pNTB,LPM1,pNTB
667-0,0,bcDBHM,35s1,6248.0,None,d4,d4,2184,6248.0,0.061792687,-0.08880592,S,0,LPM2,LPM1,LPM2,LPM2,LPM1,LPM2,LPM1,LPM1
668-0,0,bcHJNM,35s1,3658.0,None,d4,d4,815,3658.0,-0.008044124,-0.2705599,G1,14,BLD,IM,LPM1,LPM1,LPM2,strNTB,LPM1,strLPM
669-0,0,bcEKBE,35s1,1749.0,None,d4,d4,1010,1749.0,-0.13958298,-0.09410378,G1,5,aNTB1,aNTB1,aNTB1,pNTB,aNTB1,aNTB1,aNTB1,aNTB1
670-0,0,bcHLIM,35s1,1450.0,None,d4,d4,863,1450.0,-0.093602225,-0.18468878,G1,3,NMP,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
671-0,0,bcCVIK,35s1,1410.0,None,d4,d4,862,1410.0,0.5472903,-0.1500566,S,2,SOM,LPM1,SOM,SOM,LPM1,SOM,LPM1,LPM1
672-0,0,bcGBQX,35s1,1280.0,None,d4,d4,736,1280.0,0.15770546,-0.03610721,S,10,NOTO,LPM1,LPM2,WD,LPM2,pNTB,LPM2,NMP
673-0,0,bcFOTF,35s1,996.0,None,d4,d4,741,996.0,-0.03941535,0.1878182,G2M,1,LPM2,LPM1,IM,pNTB,LPM1,LPM2,LPM1,LPM1
674-0,0,bcCBTQ,35s1,830.0,None,d4,d4,734,830.0,-0.20944586,-0.0101025,G1,5,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
675-0,0,bcBSTW,35s1,778.0,None,d4,d4,669,778.0,0.5452688,-0.19293529,S,0,strLPM,LPM1,LPM1,WD,LPM1,SOM,LPM1,LPM1
690-0,0,bcEBEA,35s1,6400.0,None,d4,d4,2085,6400.0,0.045222245,-0.22091769,S,6,ENDTH,LPM1,SOM,SOM,SOM,SOM,LPM1,SOM
691-0,0,bcHNWE,35s1,2572.0,None,d4,d4,1206,2572.0,0.06667264,-0.4963719,S,3,pNTB,pNTB,pNTB,pNTB,LPM2,pPSM,LPM2,pNTB
692-0,0,bcBNTG,35s1,2104.0,None,d4,d4,1084,2104.0,-0.05684477,0.2175644,G2M,0,NMP,IM,LPM1,SOM,LPM2,NMP,LPM2,LPM1
693-0,0,bcHKAM,35s1,1665.0,None,d4,d4,932,1665.0,-0.20272817,0.37764496,G2M,10,aPSM,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
694-0,0,bcHCGU,35s1,1579.0,None,d4,d4,901,1579.0,-0.03146339,-0.38325807,G1,5,pNTB,pNTB,pNTB,strNTB,LPM1,pNTB,LPM1,pNTB
695-0,0,bcCJRP,35s1,1246.0,None,d4,d4,824,1246.0,-0.022807272,-0.27927473,G1,7,EPID,IM,IM,pNTB,LPM1,EPID,LPM1,LPM1
696-0,0,bcFQYZ,35s1,1003.0,None,d4,d4,711,1003.0,0.029175512,-0.22808538,S,0,IM,IM,IM,SOM,SOM,IM,LPM2,IM
697-0,0,bcDROS,35s1,815.0,None,d4,d4,699,815.0,-0.04445467,-0.29098102,G1,6,aNTB1,aNTB1,aNTB1,strNTB,aNTB1,aNTB1,LPM1,aNTB1
698-0,0,bcEGZN,35s1,760.0,None,d4,d4,683,760.0,-0.09251231,0.32583383,G2M,2,aPSM,LPM1,LPM1,SOM,SOM,aNTB1,LPM1,aPSM
699-0,0,bcAODB,35s1,800.0,None,d4,d4,677,800.0,0.08339861,-0.19655617,S,12,LPM1,IM,LPM1,WD,LPM1,LPM1,LPM1,LPM1
713-0,0,bcCZUY,35s1,6697.0,None,d4,d4,2066,6697.0,-0.20833297,0.35891548,G2M,7,strLPM,LPM1,LPM1,strNTB,LPM1,strLPM,strLPM,strLPM
714-0,0,bcFWCY,35s1,4232.0,None,d4,d4,684,4232.0,-0.13511941,-0.31762028,G1,14,BLD,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,strLPM
715-0,0,bcHMJB,35s1,2148.0,None,d4,d4,1114,2148.0,-0.06567977,-0.046715282,G1,2,pPSM,aPSM,SOM,SOM,BLD,aPSM,LPM1,aPSM
716-0,0,bcBHZU,35s1,1775.0,None,d4,d4,953,1775.0,-0.044018272,0.4443794,G2M,5,LPM2,LPM1,LPM2,LPM2,LPM1,LPM2,LPM2,LPM1
717-0,0,bcHWTW,35s1,1033.0,None,d4,d4,736,1033.0,0.06260014,-0.37179285,S,3,pNTB,pNTB,pNTB,SOM,pNTB,pNTB,LPM1,NMP
718-0,0,bcDTBT,35s1,1271.0,None,d4,d4,785,1271.0,-0.10317053,0.14661679,G2M,0,WD,LPM1,LPM2,SOM,LPM1,pNTB,LPM2,LPM1
719-0,0,bcERYL,35s1,1004.0,None,d4,d4,733,1004.0,-0.009039765,0.24712332,G2M,2,LPM1,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
720-0,0,bcEQKL,35s1,826.0,None,d4,d4,703,826.0,-0.24642044,0.1720639,G2M,2,EPID,SOM,SOM,SOM,SOM,SOM,IM,aPSM
721-0,0,bcFVGC,35s1,727.0,None,d4,d4,646,727.0,-0.026178189,-0.14630482,G1,19,SOM,LPM1,LPM1,SOM,LPM1,SOM,LPM1,LPM1
736-0,0,bcCSDC,35s1,5374.0,None,d4,d4,1812,5374.0,0.004030383,-0.17005838,S,6,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
