,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges,7_names,7_pvals,7_logfoldchanges,8_names,8_pvals,8_logfoldchanges,9_names,9_pvals,9_logfoldchanges,10_names,10_pvals,10_logfoldchanges,11_names,11_pvals,11_logfoldchanges,12_names,12_pvals,12_logfoldchanges,13_names,13_pvals,13_logfoldchanges
22,ZNF423,0.00017516654085868074,0.59629893,LRIG3,3.0349950288470134e-08,1.1086143,HMGN4,3.878798278261387e-13,0.39844495,FGF19,4.069241909560686e-10,3.561181,LRIG3,9.098526549702806e-17,1.8598881,DMD,1.4319167129088917e-18,2.2723637,TCF21,0.006566666912699614,5.5191884,CNN3,0.0002558637710218425,0.9741237,TAL1,6.083903367526627e-22,7.6024194,ZC3H13,0.14079808480707148,0.87048286,TBP,0.3170308185028531,0.9238865,CPLANE2,0.18952774496416835,1.110818,FTSJ3,0.17959167261197273,1.0456388,PHPT1,0.029234553837404923,2.2700946
23,FIBIN,0.00018721680669354847,1.7030681,GNAI3,4.432947607156403e-08,0.49212256,UCH-L1,4.435779103642588e-13,1.6635336,GREB1,4.961038561943986e-10,1.261475,CYP1B1,3.254404960106966e-15,3.383406,MYH9,2.8794102584965503e-18,1.8992746,COX6C,0.006698423009584695,0.54924655,SHH,0.0003177234313813247,8.66255,MGST3,9.48011666250211e-19,2.7060513,THOC7,0.1416240352555367,0.7613326,GSPT2,0.3172715494368268,0.6250548,ATP6V1B2,0.1936304975126526,1.2708883,RAMP2,0.18236135512115526,8.294602,NDUFA10,0.02929341632583004,1.3161136
24,Meis2a.2,0.00019416510998624884,0.74718815,ADD3,1.0792132680747396e-07,0.4830145,GLIPR2,7.249495521433847e-13,1.6374948,ATP2B1,6.24945571746558e-10,0.9573516,GADD45B,2.1357957911763088e-14,2.1702933,DLX5,3.969129287186494e-18,2.6231256,GLCCI1,0.00780824752324711,1.1289015,C14orf2,0.0005705082984240808,0.86788833,ARID3A,2.2748233969727456e-18,2.7489214,CBLL1,0.15504567652134144,1.2778608,DPM1,0.3184287259196912,0.73413676,PARD6G,0.19388378878456547,1.9101557,CTDSPL2,0.18491774509641945,1.999992,SNRNP27,0.030164490110077703,1.6235181
25,BMP4,0.00022606717274773692,1.9806485,APLP2,1.360813471192414e-07,0.52546567,TUBB2B,1.5207472482236466e-12,0.6246078,TESC,1.959916491936356e-09,2.2858799,APLP2,1.3323868066176169e-13,0.90058947,YWHAQ,6.721458141419523e-18,0.94159114,MMP2,0.009426687631930998,2.4601283,NREP,0.0005725301184422825,1.140948,TPCN2,3.838890993231423e-18,11.259461,TAF12,0.16620426202831218,0.91994166,DDX59,0.3244514507684053,1.6237135,LSM6,0.19874263145186455,1.2609206,MYL12A,0.19270384170711086,0.62932783,TUBB4B,0.0346565983105868,1.0914241
26,BAMBI,0.00023543166227756566,0.8360434,ENHO,1.6795425925264926e-07,1.3689334,LDHB,1.860638499527683e-11,0.3939371,NPM3,3.3447438866445066e-09,0.47605813,HSPA5,1.0120463142599728e-11,0.6220362,CCNI,1.2072820319236902e-17,1.3615739,BZW2,0.009944699549272,0.6305869,BZW2,0.0006325773924471757,1.0404606,SLC25A39,6.522939294737739e-16,2.8304887,ACTL6B,0.1673760122803003,26.80547,PRDM11,0.3261157154423453,0.9536921,HAS2,0.20801395324077943,1.755836,CIAO1,0.200684901061168,1.8756155,IPO11,0.035509207423436516,2.0686855
27,HOXD8,0.00024738158622991815,0.73639107,JCAD,1.9799801166397564e-07,1.5553756,APOH,3.1649066691994995e-11,4.881179,PCBD1,5.172030362328503e-09,0.99728036,NR2F2,2.4279545449707366e-11,1.7794886,ACTR3,2.0774890989261645e-17,1.3213995,RND3,0.011784553237481942,1.3857917,ID3,0.0006601801540462448,0.9169724,MBNL1,1.2811930320480526e-15,4.507074,CYP2C18,0.16884941401860143,8.256383,ARPC1B,0.32739212585842237,3.9855866,YWHAB,0.20935085733608394,0.4660079,GTF2A2,0.20966369510267335,0.7531128,EXOC3,0.036181523658294766,3.6360931
28,CXXC5,0.0003327563759219345,0.56175345,LIMD2,2.1821507381631254e-07,0.93780637,PGAM1,3.918563870909004e-11,0.43873936,ARL1,5.586527291400826e-09,0.95281136,GALNT1,2.9683575518197315e-11,1.5292517,DCN,3.0099515424287334e-17,3.3398263,RHOU,0.031318343155389776,0.87780046,GPX1,0.0008604213558701815,1.5372648,RPL37,3.67592886757811e-15,1.2100667,MRPL13,0.16941185109708223,0.87524414,CANX,0.32832693551007475,0.51351416,NASP,0.21168287980853018,0.55894876,ADH5,0.21204331254642905,0.67569226,TULP3,0.03712365412682909,3.7581506
29,COL1A1,0.00045712137740061424,1.9805773,SALL1,3.9481035704429225e-07,0.61854696,NCAM1,4.12976523625038e-11,1.2281533,GULP1,6.901233312672512e-09,1.8318065,GPC1,6.162931959386738e-11,1.0257132,ACTG1,8.81187951551715e-17,0.641576,KRT7,0.03258742222108976,1.2277708,PSMB7,0.0009556053084039052,0.8924584,PRDX1,1.8531611260365833e-13,1.212642,ID1,0.17134660412564706,0.5534334,METRNL,0.32837618392592627,1.5918969,FGF18,0.21190809833851543,0.7827949,C1GALT1,0.21426064183825344,1.8686744,RPL37,0.03748593609585627,0.9023805
30,H2AFZ,0.0004705148552627405,0.2627139,PCP4,5.086022954152706e-07,1.5173117,RASL11B,1.0888154086885321e-10,1.6450931,HOXA11,1.7453254062297343e-08,0.6407074,CENPX,6.397479407797396e-11,1.1543082,MCAM,1.0448281753060346e-16,2.9933383,TCF12,0.033022985631386254,0.5083796,TPD52,0.0009673659700848539,2.0176282,UBA52,7.080574240329472e-13,0.8886667,CD48,0.17182537843997014,6.670869,SNAP23,0.33551795747074953,1.0805229,KLHDC4,0.21426064183825344,1.3184092,DDX54,0.21810059108683966,1.2005323,HNRNPDL,0.037821888497273005,1.1194873
31,CCT6A,0.0005460702601775615,0.23726016,DCBLD2,1.6468621731314728e-06,0.68298835,PRTG,1.2716296408129927e-10,1.4456189,HOXA9,3.0245915530746994e-08,0.61719424,PAX7,2.9962489734304454e-10,2.5117147,ACTB,1.1155777785240506e-16,0.53734016,FAM107B,0.05160943835646213,2.096986,PPIB,0.001018808804414175,0.69981706,SMAP2,2.0561236146008093e-12,2.791204,SETD5,0.18276999176754494,1.3746715,HTR1B,0.33621759196827095,3.1873486,NFYC,0.2163116501759922,0.8020872,ATP6V0E2,0.22017793745641578,1.8052509,ID2,0.037909948302337945,1.5266871
32,OAF,0.0006305420321963758,0.752486,AKAP12,1.96782759071946e-06,0.7550776,XPA,2.0155071521573726e-10,0.73890704,SALL1,3.925983955000813e-08,0.76253223,RDH10,5.818716697501154e-10,2.2487574,ATP1B1,4.016256479659001e-16,1.7524239,FSTL1,0.05615580080313213,0.478261,SLC9A3R1,0.001194363606951273,1.3244475,ISCA1,2.114511504344627e-12,3.2514243,LONP1,0.18317806857248398,0.92379034,CYTH1,0.33706840923796366,3.1919255,EIF3H,0.21833070926782283,0.50128615,SALL1,0.22782128811708735,0.9296918,PAICS,0.039070686172601586,1.5142697
33,HOXA11,0.0006580487751683208,0.35143366,SLC18B1,3.5790571787567655e-06,1.2561524,CHD7,2.1544052311644558e-10,0.7438476,AP5M1,5.6256406380641275e-08,1.0760691,DLL1,6.929095604565523e-10,1.3239427,TPT1,8.90460070530168e-16,0.6397759,GLRX2,0.06424834001746357,1.4055667,CALM2,0.001280019890647061,0.7662416,SUSD3,9.608673958769213e-12,7.1969247,PSMD1,0.1859264361958164,0.5193814,BLOC1S4,0.3461618647278253,1.7690691,ADSL,0.21902211048729336,1.1652708,HIC2,0.228676791330794,1.6290636,COPS8,0.039983976428244965,1.6582285
34,HOXD11,0.0007138981428661146,0.6657244,ADGRL2,4.281285339403298e-06,0.8182939,ID4,3.051945110389598e-10,1.1347575,PDE6D,6.405002164582767e-08,1.0712599,LEF1,1.473403346448202e-09,1.2751908,WNT6,1.5369451643882606e-15,7.8328557,PITX1,0.0646479154689295,7.9888225,EIF3H,0.0013314402545092261,0.7899164,EIF5A2,1.0387203972198966e-11,1.0926299,EHD3,0.18675367427230938,0.7270774,HAX1,0.35774626837365364,1.4908369,XRCC3,0.22231607922550634,1.8159845,TARDBP,0.22901010398787214,0.65488386,PCBD1,0.04154636532256318,2.1428335
35,PSMB2,0.0007680432467234433,0.3260962,CORO1C,6.517756137712654e-06,0.7420541,TCP1,3.8078649222186137e-10,0.50459105,EIF3H,8.326987280045156e-08,0.51132727,TMEM100,2.4109239654275767e-09,1.659213,PKD2,7.980216568300095e-15,6.1776175,SAMM50,0.06565200478962506,0.8770159,EEF2,0.0014131158503709633,0.38015047,YBX3,1.3132961586130835e-11,1.8416185,TOR1B,0.18697685607209957,2.1247845,MSN,0.36181850252440784,0.62778485,RSU1,0.2237185053400952,1.2851887,RMDN1,0.23686949436730165,3.1789563,COX7A2,0.04165764232980766,1.500833
36,PLPP3,0.0008262041427208105,0.8401333,ZEB2,1.198423226207277e-05,1.1965201,SP8,5.403504377083222e-10,1.3318644,LGALS8,1.1598304004013303e-07,1.6030592,IGSF21,2.9278362505837705e-09,4.3479457,INPP5A,1.2832093548066337e-14,2.2835085,TAF13,0.0662127951597148,0.8054175,SELENOU,0.0015195678414335835,2.019429,METAP2,1.0327189022793182e-10,1.7449747,PUM3,0.1885125544487195,0.8479776,TRMT1L,0.36297231351763826,1.4584023,CDC73,0.22644777864108945,1.6577232,SDF2L1,0.2425279533432586,1.5480003,CDK2AP1,0.04167355962471071,2.1532404
37,PSMD1,0.0008417676044393223,0.2941777,STMN1,2.207967346093982e-05,0.19511524,SCD,1.7650479783821771e-09,0.7817841,APLP2,5.505398299056787e-07,0.57561624,CDH20,7.033424494914816e-09,3.9915218,YWHAZ,1.485009880592954e-14,0.8187343,SIX1,0.06740095814603671,1.9570787,FTH1,0.0015600750295416475,0.59509677,ITM2A,3.000516550440709e-10,1.7186958,ATP5MF,0.19057459712534597,0.4872717,RIOK1,0.36302481413790566,1.0100325,SARNP,0.22767892625916375,0.740195,MORC2,0.2526448678501906,1.4744097,VAV3,0.041833015960050415,3.3218803
38,GREB1,0.0009061711426235123,0.71105915,TIMM50,2.2222846583512645e-05,0.8256111,AZIN1,3.1132364634503852e-09,0.7516866,NUP205,1.2289169606336127e-06,0.7534822,CYR61,3.2433494837498164e-08,1.3322936,ESRP2,2.4995887006426862e-14,2.8286328,KIF15,0.07440162633535079,1.3053104,PSMA6,0.001780658701153428,0.8357415,FAM210B,3.592551138792335e-10,4.405779,HNRNPH3,0.19063930249596728,0.3665033,ECPAS,0.37031544350373413,2.5831373,ZFYVE19,0.2294868645828103,1.6470834,BRD7,0.25341148318394846,0.6982263,TPT1,0.04592131818879559,0.84661
39,ACTB,0.0009609373032528632,0.2076238,MAD1L1,2.8464695863724133e-05,1.1350045,CMTM8,6.83758884371535e-09,1.2702129,PALD1,1.3713916181984424e-06,0.42892164,PCP4,4.899356990946959e-08,1.8584051,HEXB,1.4983713840714555e-13,2.40131,USP7,0.07601045839989537,0.5823121,CHRD,0.0018254294692074543,6.1035514,NT5DC2,4.41483335854118e-10,1.9799806,ANK3,0.19112510840249852,1.399287,CTBP2,0.3731394710369118,0.7235636,ENAH,0.23400295549074002,1.7001263,ID2,0.2550009509202106,0.809454,PSPC1,0.04673953833226986,1.9385091
40,MYL9,0.0010121907961306198,0.78988165,LLPH,2.9127786998452762e-05,0.5608612,HMGB2,7.204455855330962e-09,0.4250381,LDHB,1.8338114814952618e-06,0.2877643,KDELR2,7.380224211733167e-08,0.64508414,CNN3,1.9507941546424007e-13,1.0526257,ARL4C,0.07701722296092854,0.55597615,PRDX1,0.002236405456522754,0.5963706,VDAC2,1.7138846295716549e-09,1.1356336,FGF18,0.19125481037708947,0.8764428,MMD,0.37823467488905693,0.5851904,THOC7,0.2353116960405155,0.6389754,APMAP,0.2568554681344697,2.9084167,EIF4G2,0.04677462662414851,1.032097
41,GNAI2,0.0011400947683759602,0.35622013,SGPL1,8.290352302013834e-05,1.1058055,PRRC2C,7.205366969746305e-09,0.5827868,TMEM123,2.4354984844852608e-06,0.8880352,HSP90AA1,1.2207912732455796e-07,0.42278904,MPZL3,2.726949281876845e-13,3.874057,ID3,0.07837055317484547,0.3839761,UGDH,0.002299744971955223,1.2201035,RPL23A,2.004939061356525e-09,0.82101,TIMM22,0.20319475476443372,1.1104909,HSPH1,0.3826126754612391,0.52422583,CHCHD1,0.23594367478826184,1.2512395,C19orf24,0.2568554681344697,2.9523792,RANGAP1,0.04707377300500968,1.4276314
42,SNAI1,0.0013811127485344528,1.8062605,NPM3,0.0001723046965185063,0.2725641,PODXL,1.6438279890495638e-08,1.8094293,GJA1,2.990973113813799e-06,0.50538415,NOP58,1.991940604034381e-07,0.46392217,COL17A1,6.556765525276906e-13,6.0315166,BRD7,0.081353992849592,0.5038337,OAZ2,0.0023895768095887693,1.2288178,LMO2,2.7661331305747974e-09,6.0241323,PHF5A,0.20339825152934154,0.68207103,PTPN2,0.38970370445243163,0.8419678,RCOR3,0.23647936310220052,1.3795846,UBE2E3,0.263840575627994,1.0786991,FSTL1,0.048376697865448376,1.445731
43,YWHAH,0.001798452043042407,0.46090877,RSPO3,0.00019025450848097466,2.212811,TCF7L2,3.5192300621771964e-08,1.1216595,DLL1,4.393264033023854e-06,0.72001743,TWIST1,2.044922624287444e-07,1.1643757,NT5DC2,9.765636139736506e-13,1.4160216,PDS5B,0.08794652817167013,0.68512607,BTF3,0.0026349620572844266,0.7094462,ALAD,4.137764030795392e-09,3.7199533,NOC3L,0.2038056901181563,1.3553052,ATP6AP2,0.38975855877235854,1.5657469,C2H6orf52,0.2527980614843188,1.6723028,HOXA9,0.26552786259080763,0.4962418,YME1L1,0.048775250409969634,1.8624352
44,SRP14,0.0021432716921772335,0.3931371,MKP3,0.0003459584522679629,0.76952755,MIF,4.350102915484129e-08,0.31353527,VAV3,5.774084743306198e-06,2.1995633,TUBAL3,2.1048557551006865e-07,1.1546903,CDH1,1.0835983784822044e-12,4.85651,AKAP12,0.08933506558853434,0.5768046,TAX1BP3,0.002779387031879003,0.89166236,SUSD1,7.435325449155726e-09,3.1864505,CNP,0.20506569787536755,2.0571368,PWWP2A,0.3943830698564884,2.2105362,CDK2AP1,0.2585117700885494,1.2641447,TPX2,0.266533197916333,0.682236,H2AFZ,0.049012051855898624,1.0573624
45,SPARC,0.0021517729573441607,0.47893786,IL17RD,0.00036609596384465793,0.95921534,FABP6,4.647256413216244e-08,3.1336699,SARNP,8.842180452654441e-06,0.70797855,SUSD1,2.2539361272862212e-07,2.1124492,GPC1,1.317415458665372e-12,1.4015156,TPD52,0.0909506587017332,0.99729395,UNC5C,0.003291602151202312,2.9106236,CA2,1.8958266854466256e-08,5.1032324,ARCN1,0.20516810832813448,0.49598068,HAS2,0.39460410959015935,1.4901909,GARS,0.2598629554126357,0.5957727,AFMID,0.2696717081606964,2.5681746,THOC5,0.049876245678046764,1.8432671
46,TMSB15B,0.0023642776237862233,0.19796307,SLC2A1,0.0004407527608160535,0.8037564,CTGF,5.4129107130269113e-08,1.8471534,APBB1IP,9.502803313978362e-06,4.1882496,RASD1,2.296755324118022e-07,4.590518,TPM3,2.0824115159500224e-12,0.86268187,WEE1,0.09456090197026815,0.67059463,RPL8,0.0035771060493510597,0.46805227,S100A10,2.7060858116363412e-08,2.67673,TCF3,0.20705222647461585,1.1211665,SF3A3,0.3955997153862122,0.37579778,CLEC19A,0.26001917544836595,0.9896023,CTTNBP2NL,0.2722437068881709,2.5282855,PRELID1,0.050024607559988304,1.313193
47,PPID,0.00260742095076271,0.35541344,LSAMP,0.00044228986715451714,1.4812702,HSPD1,5.580612339897503e-08,0.36915803,DHX37,1.1975251346010561e-05,0.6720075,CLEC19A,9.812859569669312e-07,1.1499661,PABPC1,2.47464915494662e-12,0.66058546,SRI,0.0947155050007301,0.87784845,TDG,0.0037008045665583764,0.9482747,NCOA4,4.000678793498271e-08,2.1375444,SLC31A1,0.20874135394481164,1.3383291,ITGAV,0.39698501639484085,1.2735413,FASTKD1,0.2608012506453893,2.6481798,GREB1,0.2862441588297219,0.94148517,GARS,0.05026648464104036,1.6069791
48,HOXC10,0.002610162268140834,0.3821939,SMARCD2,0.00046511101863452815,0.62412333,PDE6D,1.0626203658728058e-07,0.9992228,BAMBI,1.4861301086217341e-05,0.914049,EIF5B,1.239558829141335e-06,0.5821913,TXNDC17,3.2535309636272346e-12,1.4539375,ZNF521,0.0989562021805663,1.3029529,SPARC,0.003974097455172791,1.0871918,TXN,4.609971572403488e-08,0.9536071,ANKRD44,0.2104752240549127,1.8695525,TXNDC11,0.39892934696912574,2.2304676,ATRIP,0.26158495139288285,1.4548981,STRA6,0.28702358899590874,1.4128968,THOC1,0.05194887140397346,1.8164322
49,CACNG3,0.0026278016501881138,2.1680317,GDF3,0.0005740045106467165,1.8266995,HOXA11,1.3306691633114054e-07,0.6174592,MID1IP1,1.5534111879998295e-05,1.1448401,ID3,1.34231131439933e-06,0.6050769,DDT,6.58638387299683e-12,1.698416,LSM6,0.11193153273844865,0.8135596,SLC25A5,0.004471870582376282,0.70164204,TPT1,5.457633003595817e-08,0.709925,EPHB1,0.2113460565541625,1.8573258,MARK3,0.40104681208621207,0.73325676,SPTBN1,0.2621083219881354,1.0170132,TRAPPC6B,0.2878602812052353,1.4192277,SIRT1,0.05279786010871738,2.8573644
50,SEM1,0.003226417531402366,0.25399047,TMEM35B,0.0006301759730251592,0.9889384,PAX6,1.673970544751857e-07,4.6415873,CDH2,1.699901470830273e-05,0.40632707,TBX22,1.69829393930335e-06,4.516622,JUP,8.732460697118884e-12,1.9176499,ACTB,0.11373317637409888,0.182441,RBM24,0.004531417957602599,0.8285305,TUBA1B,5.68396562839762e-08,0.6022136,VPS51,0.21450261837254891,1.8583926,NCOA4,0.4108850842571774,0.8630744,NVL,0.2645251418870068,1.4334551,DLX5,0.29049256169104365,1.1042902,CTBPL,0.05289506572161206,2.0168223
51,HOXA9,0.003444686276714923,0.32829854,BTG2,0.0006797421802317078,1.1711766,IMPDH2,1.9685120927239604e-07,0.45322868,ARID1B,3.910684558719814e-05,1.3855828,STRA6,1.938179254086768e-06,1.4498117,SERTM1,3.882237658670781e-11,3.604274,RAB2A,0.123849458001169,0.5978158,PTBP1,0.004803735350392885,0.7448529,SLC25A37,7.143545308265757e-08,6.6546965,ANKHD1,0.21467897428563232,1.5469626,QSER1,0.4110549803800676,2.0872245,ODC1,0.2664272499800059,0.6306967,IDNK,0.2915612577346053,2.2549655,LAMTOR3,0.05445086766871172,2.8154163
52,HMGN4,0.004115129067264725,0.18052103,OLFM1,0.0007544830921433695,1.1568408,CALM2,2.3717249320136976e-07,0.43979964,MSGN1,5.940235105703176e-05,0.71804196,HSP90B1,2.04412015206626e-06,0.5459305,ATP6V1G1,4.073297506647655e-11,0.8769142,EPHB3,0.12570924519587964,2.1774766,MYL9,0.004851950856674365,1.469745,ALDOB,7.35349801048942e-08,6.681483,CGNL1,0.21499667828430946,3.2956436,RWDD1,0.41321060585906766,0.6214517,BCAS2,0.26663917483800903,1.0863397,SPRY2,0.29387638550952,1.2229977,RTN4,0.05469049908988379,0.9222072
53,HSPE1,0.005681539950383522,0.2306585,TCEA2,0.0007644973141963424,0.51118827,HOXA4,2.403747178748703e-07,0.87723,HOXB5,6.370237289977082e-05,0.59428716,LPAR1,2.558547830039684e-06,1.6836158,BASP1,6.176466194050366e-11,1.0698084,GAPDH,0.12778659906572376,0.16968592,PTP4A1,0.0049696330224289495,1.0806828,AP2M1,1.0164754717262744e-07,1.7962886,BCL2L10,0.21605813853775135,1.0553908,TFB2M,0.4146324246096246,1.142422,CAT,0.26727564514442903,1.4060017,TIMM50,0.2967163551982376,0.9922728,ARF1,0.055576684930598474,1.2127348
54,SEMA3F,0.005781408318479293,1.0289012,CHST15,0.0007650799271256805,0.6428735,CCND1,2.4199145407317713e-07,0.88793707,SPRY2,6.844540389820892e-05,1.2397017,DMRT1,3.961346126117059e-06,3.1388502,NBL1,9.551076164699786e-11,1.2193714,ARF6,0.12956004899632437,0.33013833,DHFR,0.005014972315399186,1.1207744,MCRIP2,1.0408168646147999e-07,3.8154104,SMC4,0.22424870303707456,1.2337437,THAP4,0.4157149389876241,1.2011815,BRI3,0.26855171762298546,0.633051,BCAS2,0.299976241973138,0.9051028,PUM2,0.05567814070109367,2.7213252
55,PAICS,0.006469129073623152,0.43346518,LSP1,0.000952771731689467,0.7990346,ADD3,3.630686655344695e-07,0.539852,EEF1B2,7.183412829434271e-05,0.20456898,SDC4,4.4177900418656e-06,1.7534142,ZNF385C,1.164149362584044e-10,4.0640326,ARHGDIA,0.1300361819548477,0.31610808,COMMD3,0.00515234580340349,1.2380122,SERBP1,2.1411689120782058e-07,0.6201627,AATF,0.22960874745099558,1.3311663,ZDHHC5,0.41645656741323067,2.03015,HMOX2,0.2698854024966165,1.3937615,HES5,0.3006655654627509,0.6797619,SSR2,0.057656204856950236,1.3032757
56,JPT2,0.006571300228198659,0.4110228,CXCR4,0.0011887550685331914,0.9583714,ANKRD11,3.9763244025445765e-07,0.9048871,FGF8,7.591039171566935e-05,3.0859714,QPCT,6.416114025379164e-06,1.1571301,RPL29,1.4122798661497461e-10,0.5129763,EIF4G2,0.14193211029657454,0.15802166,PABPC1,0.0052363933041591855,0.61301905,SPTAN1,2.520442635906063e-07,2.0226457,KIFAP3,0.23176317786416034,0.939211,ZMYND19,0.4192016420561805,0.6765303,STAGL,0.27337421897651804,2.5001764,ACBD3,0.30239348874206284,1.2198015,EIF3E,0.057949495776641345,1.1664588
57,TIMM10,0.007135496420373052,0.67267936,PALD1,0.0012582368769662306,0.280979,TOP2A,4.150416673263715e-07,0.46413878,TCF12,7.986523529932871e-05,0.37345096,CDON,6.511686707613977e-06,2.2219498,TFAP2A,2.1053271373828323e-10,4.7469077,SEPT11,0.14329753701651154,1.8297089,DUSP1,0.005347599018242369,3.1713035,EAF2,3.2270509003692395e-07,2.7035203,SCYL3,0.2377427838205538,1.6710141,SRSF10,0.42339678030741446,0.40603396,MSGN1,0.2763502796198104,1.0754797,NCAPG,0.30395425707027246,1.4886626,ADD1,0.05832840496330222,1.6900353
58,ZCCHC13,0.007715202081382816,0.22204396,WDR36,0.0020310500199314466,0.5111368,ID1,4.711669956096224e-07,0.5388243,SAT1,8.856551801679864e-05,1.2390798,SIX1,8.973759755386173e-06,2.3536808,TMEM167A,2.7920543957278015e-10,1.4060496,DGKZ,0.14574017328269515,1.4164655,TBCA,0.005415717181168871,0.7868225,ADA,3.2669454829357093e-07,5.4455533,HM13,0.2430973603902361,0.7603896,SLC39A14,0.4243772459588492,1.9538258,RCN2,0.27645891466876593,0.78053975,ZYX,0.3040121658837023,0.8798049,EXOSC1,0.058455164494226136,2.6265526
59,LASP1,0.008145388462688289,0.38300478,HOXA4,0.0020434300898082053,0.5030427,NMRK2,5.218481020365032e-07,1.6851766,EWSR1,9.971346295028234e-05,0.96557647,CITED4,1.6296830039027932e-05,2.525186,TPD52,2.999166931271863e-10,2.0185418,UPF2,0.14639205886440493,1.103368,QDPR,0.005504584491040165,2.2102797,ATP5F1B,4.243642976206315e-07,0.7635485,POLR3B,0.2434830481594893,0.7701712,TRNT1,0.4277903190013753,0.572681,ATP1B1,0.27760134050503404,0.8405344,TMEM56,0.3051138256323631,2.0767052,TTC4,0.0596923432082254,2.6121333
60,BTF3L4,0.008427658697801883,0.27247885,TBXT,0.0021091972965801816,0.21221928,VCAN,5.565657089069008e-07,1.0416273,HSP90AB1,0.00010706050805340342,0.2638817,TMEM47,1.7748911363334358e-05,3.0311563,SOSTDC1,3.7544938776055356e-10,5.3796573,KIF3B,0.1481120418615135,1.3404508,LAMB1,0.005644249841996052,0.89987665,RPS16,5.18925263334335e-07,0.75082314,COL17A1,0.24367605319524288,2.656889,ALDH5A1,0.42993885034273294,1.8564568,FKBP51,0.2807184000417233,2.382802,NKD1,0.30528801373986414,2.0805497,SEPT7,0.0599726014183842,1.436243
61,SPC25,0.009401420341220173,0.44149026,HMGN1,0.0023680686146168423,0.3207456,NSG1,8.002941561796608e-07,1.0578504,COL4A1,0.00011048724629799003,1.8238257,TIMP3,2.150589919922479e-05,1.2002254,ARF1,7.53166412058713e-10,0.8302094,BARX1,0.15043919121022378,5.331737,PCBD1,0.005700022457034969,1.0925486,GLRX5,5.28337691637796e-07,1.6531413,SVBP,0.24386916568619577,0.5680073,FUT11,0.4325603558253315,1.8839589,PSMA6,0.28563275340319794,0.5148569,PAICS,0.3094297203104647,0.7626334,HTRA2,0.06099496138333357,2.5653846
62,OPTC,0.009626262477383579,1.6126467,COL5A1,0.003164529293936434,0.47225508,HSPA8,1.2584896582766031e-06,0.288061,ADD3,0.00011295769121427394,0.3872574,MESP1,2.527129079934103e-05,3.2181804,LASP1,7.644757176095386e-10,1.2546617,CDC42,0.15423858949525396,0.2646803,RASL11B,0.005814061696293445,1.8038045,SOD1,5.564267100262114e-07,1.1551223,DDX1,0.24441045245673942,0.56431264,NUP85,0.4362459655243961,0.57639045,MSANTD2,0.2860773242821538,2.7658753,HOXD12,0.3096641554670203,0.63292676,TAF3,0.06099496138333357,1.2991575
63,MRPS10,0.009811496146318717,0.580415,OSBPL5,0.003198505209365306,1.5043126,FASN,1.2763983128962028e-06,0.5065896,HOXD11,0.00012379078602851867,0.6802013,CDH2,2.6771427199392382e-05,0.4227513,SERPINH1,1.2000806475639358e-09,1.7473944,DHRS3,0.1544803409517381,2.1458917,DAD1,0.0058532004408568105,1.1041323,ITGA2B,5.890562239878087e-07,6.748018,NIPA2,0.24464269051711396,1.6222063,USP22,0.4403032763271607,0.388023,CLASP1,0.28668937223677304,2.3541682,PRRC1,0.3098400588136133,2.055164,NDUFA5,0.06117040978617041,1.3250922
64,KIFAP3,0.01151867832059221,0.54974544,RAB30,0.0034492906557503757,0.9778168,BIRC2,1.2770814669804264e-06,0.9676546,CMTM8,0.00013217755840818358,0.93045473,PLPP3,3.3999899062467274e-05,1.2282008,RPS15A,1.876434182758215e-09,0.52801347,CDKAL1,0.1557390488546586,1.2817022,NSA2,0.0059006831301696315,0.8947603,CIAPIN1,6.394214962466943e-07,1.55378,PSMC1,0.24491383063415384,0.9105459,SIK1,0.44154239241508453,1.7798152,COMMD5,0.2873023037996233,1.3325081,ACLY,0.3111320328822419,2.2486544,ZNF207,0.06212062029932537,1.2162704
65,RANBP1,0.011877504651463684,0.26072547,C10H15ORF59,0.004529557820323391,2.75398,DDX51,1.5118412435142306e-06,0.321318,HOXC9,0.00014678020600703478,0.7361352,NCAM1,3.6310509841064294e-05,0.86171484,ZNF706,2.3920497263765453e-09,1.026701,KCNIP4,0.15734252261036108,4.431306,GNG5,0.005905754856464581,0.9609648,UBE2H,7.974696405742004e-07,1.5239831,PPIH,0.2457673578940881,0.5558092,AKAP8L,0.44444141617035526,1.7618328,NUP88,0.28942650449099616,1.3245047,TTC1,0.3119560458465793,1.1992925,UQCRFS1,0.0624772903473468,1.1365746
66,CCNG1,0.012416230146049175,0.3753405,DPYSL3,0.005108926801863829,0.59526867,TMSB4X,1.9412963153612623e-06,0.3044865,TIMM50,0.00022570345535700485,0.73194385,SRXN1,4.468434486222791e-05,2.6068828,CALM2,3.998635801810557e-09,0.7399698,MYCL,0.15946893320961175,0.74488187,PRDX4,0.005905754856464581,0.82996243,FRRS1,1.3295051710849796e-06,4.878524,CNI,0.24607824796712385,0.7959176,SUB1,0.4452123640503962,0.23617055,PAPOLA,0.2898750490927947,0.73061174,UGP2,0.31207387929990404,1.1335741,CCT2,0.06285810641020921,1.1276294
